NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles
0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,TOX20283,CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX537,CN(C)CCOC(c1ccccc1)c1ccccc1
0.0,,0.0,0.0,,,,0.0,0.0,,1.0,,TOX25889,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1
0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX154,Oc1ccc(Cl)cc1Cc1ccccc1
0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,TOX2536,CC(C)(c1ccccc1)c1ccc(O)cc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX12129,CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c1cc(Br)c(OCC(Br)CBr)c(Br)c1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX27868,CC(C)(c1ccccc1)c1ccccc1
0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,TOX28843,CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,TOX28842,CC[C@H](O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26243,Cc1ccc(C(C)(C)c2ccc(C)cc2)cc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX4072,CN(C)C(=O)C(c1ccccc1)c1ccccc1
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX589,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1
0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,TOX1824,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O
0.0,,0.0,,1.0,,0.0,1.0,0.0,1.0,1.0,,TOX9282,CC(C)CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
0.0,,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX2445,Oc1ccc(Cc2ccc(O)cc2)cc1
0.0,,0.0,,,,,,,1.0,1.0,,TOX870,Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1
0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TOX20699,O=C(O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX2789,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl
0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,,TOX1770,CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1
0.0,0.0,1.0,,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,TOX17717,Oc1ccc(C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F)cc1
,,,,,,,0.0,,0.0,,,TOX31548,CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX25880,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26498,O=C(CS(=O)C(c1ccccc1)c1ccccc1)NO
0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,TOX25663,CNCCCCOc1ccccc1Cc1ccccc1
0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,TOX25661,CCN(CC)CCOc1ccc(Cc2ccccc2)cc1
0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX24890,Oc1ccc(Cc2ccccc2O)cc1
0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,TOX28846,CC[C@H](OC(C)=O)C(C[C@@H](C)NC)(c1ccccc1)c1ccccc1
0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,TOX2446,Oc1ccccc1Cc1ccccc1O
0.0,0.0,0.0,,1.0,1.0,,1.0,0.0,0.0,1.0,1.0,TOX2442,CCC(C)(c1ccc(O)cc1)c1ccc(O)cc1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2436,CC(CCC(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1
,,,,,,,,,0.0,,,TOX2688,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1
0.0,0.0,,,1.0,,,1.0,0.0,1.0,1.0,,TOX2325,Oc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1
0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,TOX27938,Oc1ccc(Cc2ccccc2)cc1
0.0,0.0,0.0,1.0,,0.0,,,0.0,1.0,1.0,1.0,TOX18922,CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c1cc(Br)c(OCCO)c(Br)c1
0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,1.0,,TOX2345,Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX539,N#CC(c1ccccc1)c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2411,CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2644,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1
