mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_165,c1c[nH]nc1,9.66859,9.44683,4.77821,2.2277,39.17,-0.2438,0.0239,0.2677,284.6224,0.071284,-226.144377,-226.140644,-226.1397,-226.170637,13.255,-900.6304097,-906.2867758,-911.0282339,-844.1150667
gdb_726,Cc1ccn[nH]1,9.07138,3.47643,2.55327,2.6766,51.32,-0.2317,0.026,0.2577,501.8132,0.09876,-265.44066,-265.435164,-265.43422,-265.469825,19.333,-1182.359988,-1189.576341,-1196.09616,-1105.169478
gdb_730,Cc1c[nH]nc1,9.10398,3.38084,2.50355,2.2444,51.05,-0.2321,0.028,0.2601,508.6768,0.098771,-265.437885,-265.43239,-265.431446,-265.467001,19.376,-1180.61865,-1187.835631,-1194.35545,-1103.397393
gdb_736,Cc1cc[nH]n1,8.97305,3.51644,2.56659,1.9119,51.26,-0.2393,0.0296,0.2689,500.7111,0.098676,-265.440996,-265.435575,-265.43463,-265.469779,19.456,-1182.570831,-1189.834248,-1196.353439,-1105.140613
gdb_744,Cn1cccn1,9.0053,3.72959,2.68228,2.2871,51.67,-0.2378,0.0247,0.2625,484.7442,0.098746,-265.433051,-265.427628,-265.426683,-265.462467,18.727,-1177.585272,-1184.847434,-1191.366625,-1100.552267
gdb_756,c1cn[nH]c1N,9.26884,3.6096,2.61073,3.385,47.71,-0.206,0.038,0.244,473.2325,0.087866,-281.48553,-281.480242,-281.479298,-281.513921,19.271,-1061.912145,-1068.369841,-1074.296663,-990.6133178
gdb_760,c1c(cn[nH]1)N,9.31893,3.50517,2.55541,2.6547,47.66,-0.1956,0.0301,0.2257,479.6864,0.087859,-281.480583,-281.475278,-281.474334,-281.509007,19.37,-1058.807858,-1065.254886,-1071.181708,-987.5297386
gdb_766,c1c[nH]nc1N,9.17106,3.66535,2.6282,1.7832,47.71,-0.2006,0.0347,0.2353,471.2006,0.088014,-281.489179,-281.48403,-281.483086,-281.517285,19.284,-1064.201926,-1070.746845,-1076.673667,-992.7242581
gdb_780,c1cn[nH]c1O,9.38962,3.68604,2.64694,2.8587,43.41,-0.2185,0.0394,0.258,453.3207,0.075424,-301.36359,-301.358611,-301.357667,-301.391634,18.193,-997.6646364,-1003.427679,-1008.761506,-932.8856273
gdb_781,c1c(cn[nH]1)O,9.42952,3.56336,2.58609,0.8594,43.61,-0.2132,0.0237,0.2369,460.0724,0.075398,-301.357437,-301.352423,-301.351479,-301.385553,18.266,-993.8035736,-999.5446534,-1004.87848,-929.0697451
gdb_784,c1c[nH]nc1O,9.29881,3.73993,2.6672,2.1199,43.57,-0.2207,0.0271,0.2478,451.1913,0.075725,-301.369263,-301.364445,-301.363501,-301.397117,17.982,-1001.224495,-1007.088567,-1012.422393,-936.3262592
gdb_3632,C#Cc1ccn[nH]1,9.51838,1.97512,1.63571,1.7242,62.04,-0.2345,-0.0213,0.2132,695.2956,0.080327,-302.288351,-302.282618,-302.281674,-302.317702,21.341,-1183.279289,-1189.458997,-1195.385192,-1110.449339
gdb_3636,C#Cc1c[nH]nc1,9.55607,1.92129,1.59967,2.2269,60.69,-0.2281,-0.0002,0.228,706.3058,0.08027,-302.288055,-302.282301,-302.281357,-302.31742,21.484,-1183.093546,-1189.260077,-1195.186272,-1110.272381
gdb_3641,C#Cc1cc[nH]n1,9.43113,1.98609,1.6406,2.7542,60.83,-0.2328,-0.0054,0.2274,695.3336,0.080184,-302.286171,-302.280451,-302.279507,-302.315481,21.442,-1181.911319,-1188.099185,-1194.02538,-1109.055642
gdb_3652,Cc1cn[nH]c1C,3.59338,3.22394,1.73597,2.6618,63.03,-0.2217,0.0291,0.2508,721.2685,0.12621,-304.733723,-304.726411,-304.725467,-304.76592,25.376,-1462.068987,-1470.81207,-1479.110249,-1364.283005
gdb_3656,Cc1c(cn[nH]1)N,3.6937,3.2725,1.76251,2.3151,59.64,-0.1973,0.0303,0.2276,692.5555,0.11551,-320.776472,-320.769428,-320.768484,-320.807493,25.132,-1340.290198,-1348.312273,-1356.017456,-1248.143639
