mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_673,C1C2CCCC12,5.54659,4.21741,3.10185,0.1741,59.15,-0.2611,0.0913,0.3524,507.8818,0.146218,-234.503085,-234.497918,-234.496974,-234.531247,20.793,-1518.39796,-1529.37623,-1538.268032,-1414.452349
gdb_2237,CC12CC1CCC2,4.35147,2.52978,2.07111,0.1615,70.51,-0.2527,0.0893,0.342,729.8344,0.173815,-273.796695,-273.790045,-273.789101,-273.826619,26.781,-1798.450207,-1811.164166,-1821.83433,-1673.112186
gdb_2245,OC12CC1CCC2,4.4427,2.59907,2.1185,1.2444,63.15,-0.2494,0.0836,0.3331,683.5982,0.150087,-309.719641,-309.713259,-309.712315,-309.749314,25.709,-1613.764895,-1624.869295,-1634.353466,-1501.384308
gdb_2464,CC1CC2CC2C1,5.35561,2.11745,1.79515,0.2777,70.15,-0.2578,0.0823,0.3401,781.8658,0.173753,-273.789182,-273.782512,-273.781568,-273.819482,26.538,-1793.735732,-1806.437141,-1817.107304,-1668.633655
gdb_2469,OC1CC2CC2C1,4.20324,2.60118,2.41753,1.4434,62.94,-0.2569,0.0748,0.3318,658.3646,0.150618,-309.718089,-309.711866,-309.710922,-309.747687,25.05,-1612.791001,-1623.995175,-1633.479346,-1500.363351
gdb_3366,CC1C2CCCC12,3.78397,2.47268,2.39621,0.1055,69.99,-0.2561,0.0816,0.3377,715.1205,0.173954,-273.788787,-273.781858,-273.780913,-273.819526,26.535,-1793.487865,-1806.02675,-1816.696286,-1668.661265
gdb_3371,OC1C2CCCC12,3.83868,2.65663,2.58078,1.3047,62.84,-0.244,0.07,0.314,654.6899,0.150701,-309.714859,-309.708461,-309.707516,-309.744759,25.055,-1610.764147,-1621.858506,-1631.34205,-1498.526005
gdb_3443,CC1CCC2CC12,4.17847,2.62846,1.95991,0.2227,70.04,-0.2606,0.0878,0.3484,738.0107,0.174042,-273.79352,-273.786936,-273.785992,-273.823515,26.458,-1796.457866,-1809.213241,-1819.883404,-1671.164399
gdb_3449,OC1CCC2CC12,4.25499,2.69194,1.99803,1.5871,62.53,-0.2504,0.0798,0.3301,691.3732,0.150654,-309.718177,-309.711849,-309.710905,-309.748,25.221,-1612.846222,-1623.984507,-1633.468678,-1500.559762
gdb_8151,CC12CC1CC(O)C2,3.598,1.71414,1.56398,1.3978,74.37,-0.2522,0.0747,0.3269,927.6928,0.17808,-349.011784,-349.00401,-349.003065,-349.04316,31.117,-1892.896586,-1905.793779,-1917.055683,-1759.086567
gdb_8155,CC1CC2CC2(C)C1,3.70421,1.56537,1.32074,0.2647,81.51,-0.2495,0.082,0.3315,1049.5544,0.201234,-313.082578,-313.074355,-313.073411,-313.114711,32.571,-2073.653691,-2088.046865,-2100.495389,-1927.203758
gdb_8157,CC1CC2CC2(O)C1,3.82864,1.57316,1.32731,1.5508,74.06,-0.2368,0.0758,0.3126,1001.7681,0.177574,-349.005371,-348.997466,-348.996521,-349.037212,31.414,-1888.872371,-1901.68736,-1912.949264,-1755.354144
gdb_8160,OC1CC2CC2(O)C1,3.65158,1.74062,1.58543,2.6708,66.96,-0.2372,0.0688,0.306,877.1437,0.154388,-384.93439,-384.926937,-384.925992,-384.965465,29.956,-1707.997922,-1719.318812,-1729.394724,-1587.113961
gdb_8203,CC12CC1(C)CCC2,2.59475,2.26476,1.55861,0.1388,81.66,-0.2464,0.0848,0.3312,947.1678,0.201268,-313.089395,-313.081193,-313.080249,-313.121054,32.866,-2077.93142,-2092.337772,-2104.786295,-1931.184048
gdb_8207,CC12CC1(O)CCC2,2.70307,2.28187,1.59914,1.2031,74.41,-0.2476,0.0801,0.3277,896.5637,0.177717,-349.013657,-349.005739,-349.004795,-349.045059,31.692,-1894.071911,-1906.878742,-1918.141273,-1760.278207
gdb_8213,OC12CC1(O)CCC2,2.8321,2.30018,1.65318,2.2767,66.8,-0.2315,0.0654,0.297,843.1153,0.154112,-384.937,-384.929434,-384.92849,-384.968063,30.41,-1709.63572,-1720.885702,-1730.962241,-1588.744229
gdb_8424,CC1(C)CC2CC2C1,3.48688,1.65216,1.63951,0.1822,80.51,-0.261,0.0837,0.3446,957.2297,0.201462,-313.078918,-313.070899,-313.069955,-313.110531,32.468,-2071.357008,-2085.878194,-2098.326718,-1924.580771
gdb_8429,CC1(O)CC2CC2C1,3.5844,1.67141,1.661,1.1932,73.44,-0.2555,0.0769,0.3324,910.6771,0.17775,-349.007726,-348.999977,-348.999032,-349.039086,31.364,-1890.350155,-1903.263035,-1914.524939,-1756.530095
gdb_11034,CC12CC1C(O)CC2,3.81293,1.64821,1.38357,1.6437,73.98,-0.2478,0.0804,0.3282,969.8798,0.178128,-349.012126,-349.004264,-349.00332,-349.043685,31.278,-1893.111194,-1905.953166,-1917.215698,-1759.416009
gdb_11038,CC1CCC2(C)CC12,3.7493,1.63133,1.36949,0.2086,81.6,-0.2524,0.0873,0.3398,1021.7998,0.201598,-313.087206,-313.0791,-313.078156,-313.118915,32.473,-2076.557803,-2091.024395,-2103.472919,-1929.841806
gdb_11040,CC1CCC2(O)CC12,3.80861,1.65717,1.38656,1.1813,74.16,-0.2494,0.0835,0.3329,969.9154,0.177865,-349.010298,-349.002456,-349.001511,-349.041776,31.398,-1891.964108,-1904.81863,-1916.080534,-1758.218095
gdb_11046,OC1CCC2(O)CC12,3.88634,1.6895,1.4049,1.8092,67.09,-0.2512,0.0751,0.3263,916.4203,0.15436,-384.933617,-384.926005,-384.925061,-384.964967,30.171,-1707.512857,-1718.733973,-1728.810513,-1586.801461
gdb_12003,CC1(C)CCC2CC12,3.00198,1.94352,1.68649,0.1574,80.5,-0.2611,0.0825,0.3436,926.8605,0.201559,-313.083388,-313.075451,-313.074507,-313.114742,32.457,-2074.161974,-2088.734615,-2101.183139,-1927.223211
gdb_12010,CC1(O)CCC2CC12,3.10622,1.98104,1.7132,1.2074,73.61,-0.2583,0.0729,0.3312,881.9664,0.17789,-349.011971,-349.004251,-349.003307,-349.043189,31.339,-1893.01393,-1905.945008,-1917.20754,-1759.104765
gdb_12877,CC12CCCC1C2O,2.62033,2.13448,1.73147,1.2431,74.2,-0.2405,0.0712,0.3117,894.1393,0.178157,-349.008232,-349.000254,-348.99931,-349.039887,31.214,-1890.667674,-1903.436855,-1914.699386,-1757.03273
gdb_12882,CC1C2CCCC12C,2.43927,2.12902,1.65562,0.086,81.37,-0.2481,0.0821,0.3302,954.317,0.201606,-313.081895,-313.073482,-313.072538,-313.114178,32.553,-2073.225103,-2087.49905,-2099.947573,-1926.869296
gdb_12883,CC1C2CCCC12O,2.44481,2.18463,1.6734,1.3032,73.96,-0.2424,0.0808,0.3232,908.7652,0.177857,-349.005758,-348.997575,-348.996631,-349.03791,31.504,-1889.115217,-1901.755758,-1913.01829,-1755.792145
gdb_12891,OC1C2CCCC12O,2.62262,2.19213,1.75262,1.0586,66.8,-0.2423,0.067,0.3094,848.0336,0.154562,-384.931463,-384.923807,-384.922862,-384.962797,30.059,-1706.161203,-1717.354709,-1727.430621,-1585.439767
gdb_13014,CC12CC1CCC2O,2.49224,2.38135,1.55726,1.4705,73.72,-0.2492,0.0773,0.3265,907.2217,0.178121,-349.012328,-349.004433,-349.003489,-349.043912,31.288,-1893.237951,-1906.059215,-1917.321747,-1759.558454
gdb_13019,CC1CCC2CC12C,2.43103,2.35591,1.53311,0.211,81.09,-0.2526,0.0841,0.3367,954.7576,0.201591,-313.086933,-313.07882,-313.077876,-313.118634,32.481,-2076.386493,-2090.848693,-2103.297216,-1929.665476
gdb_13020,CC1CCC2CC12O,2.48382,2.39617,1.55372,1.1914,73.79,-0.25,0.0743,0.3242,909.0943,0.177844,-349.010501,-349.002617,-349.001673,-349.042009,31.438,-1892.091492,-1904.919659,-1916.18219,-1758.364304
gdb_13028,OC1CCC2CC12O,2.55454,2.44069,1.58753,1.6516,66.8,-0.247,0.0699,0.317,859.3798,0.154456,-384.934796,-384.927196,-384.926252,-384.966108,30.118,-1708.25269,-1719.481337,-1729.557876,-1587.517449
gdb_14173,CC1(C)C2CCCC12,3.4473,1.62839,1.61414,0.1494,81.35,-0.2512,0.0805,0.3317,973.943,0.201525,-313.080648,-313.072295,-313.07135,-313.112845,32.488,-2072.442599,-2086.754197,-2099.202093,-1926.032826
gdb_14177,CC1(O)C2CCCC12,3.50233,1.64558,1.63152,1.3841,74.05,-0.2396,0.0746,0.3142,927.0893,0.177699,-349.00592,-348.997839,-348.996895,-349.037867,31.422,-1889.216873,-1901.921421,-1913.183952,-1755.765162
gdb_14303,CC1C2CC(C)CC12,3.36049,1.54393,1.50147,0.1618,81.03,-0.254,0.0767,0.3307,1014.4169,0.201904,-313.077716,-313.069599,-313.068655,-313.109955,32.031,-2070.602742,-2085.062432,-2097.510956,-1924.219325
gdb_14305,CC1C2CC(O)CC12,2.88476,1.93818,1.71653,1.4825,73.8,-0.2532,0.0703,0.3235,893.9957,0.178524,-349.003652,-348.995773,-348.994829,-349.035596,30.725,-1887.793683,-1900.624987,-1911.887519,-1754.340089
gdb_14308,CC1CC2C(O)C2C1,3.48132,1.5957,1.56481,1.3177,73.8,-0.2467,0.0723,0.319,952.033,0.178447,-349.003454,-348.99568,-348.994736,-349.035333,30.652,-1887.669436,-1900.566629,-1911.82916,-1754.175054
gdb_14312,OC1C2CC(O)CC12,2.84915,2.19404,1.8646,3.0075,66.41,-0.2196,0.0575,0.2771,813.3636,0.155913,-384.933661,-384.926648,-384.925704,-384.964498,28.381,-1707.540468,-1719.137462,-1729.214001,-1586.507159
gdb_16105,C#CC12CC1CCC2,4.23259,1.61488,1.41925,0.985,78.34,-0.2338,0.0547,0.2886,936.4327,0.154999,-310.644117,-310.636845,-310.635901,-310.675173,29.206,-1799.200707,-1810.636431,-1820.712971,-1678.816871
gdb_16115,N#CC12CC1CCC2,4.22529,1.63273,1.43154,4.4897,72.62,-0.2754,0.0352,0.3106,909.2038,0.144996,-326.752831,-326.745962,-326.745018,-326.78369,26.926,-1718.815549,-1729.614979,-1739.098523,-1604.685468
gdb_16140,O=CC12CC1CCC2,3.80059,1.6989,1.42499,3.1339,72.66,-0.2442,-0.0129,0.2313,921.8844,0.155307,-347.826938,-347.819796,-347.818851,-347.858189,27.771,-1777.246678,-1788.76335,-1798.839262,-1656.729182
gdb_16169,CCC12CC1CCC2,3.92334,1.51316,1.31422,0.172,81.33,-0.2526,0.0865,0.3391,1051.9203,0.202259,-313.084595,-313.076585,-313.075641,-313.116644,31.691,-2074.919377,-2089.44621,-2101.894734,-1928.416733
gdb_16177,COC12CC1CCC2,4.09241,1.61138,1.39361,0.998,74.5,-0.2421,0.0899,0.332,976.5852,0.178145,-348.99822,-348.990417,-348.989473,-349.030113,30.22,-1884.385054,-1897.264049,-1908.52658,-1750.899457
