mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_167,c1[nH]ncn1,10.29348,9.86616,5.03764,2.79,35.01,-0.2705,0.0059,0.2764,264.8693,0.059902,-242.205627,-242.202078,-242.201134,-242.231775,11.923,-790.4611646,-795.3438122,-799.4922742,-740.2529145
gdb_734,Cc1[nH]ncn1,9.44739,3.63796,2.67033,3.1055,46.94,-0.2565,0.011,0.2675,474.9449,0.087311,-281.505078,-281.499734,-281.49879,-281.534576,18.063,-1074.178691,-1080.601246,-1086.528068,-1003.574516
gdb_737,Cc1nc[nH]n1,9.32124,3.6878,2.68634,2.3091,47.01,-0.2566,0.0134,0.27,473.5053,0.087309,-281.504745,-281.499538,-281.498594,-281.533357,18.13,-1073.969731,-1080.478254,-1086.405077,-1002.809583
gdb_746,Cn1cncn1,9.51162,3.77655,2.75015,3.1995,47.14,-0.2624,0.0091,0.2716,463.9201,0.0876,-281.495234,-281.490084,-281.48914,-281.523946,17.404,-1068.001493,-1074.545784,-1080.472607,-996.9040955
gdb_764,c1nc([nH]n1)N,9.66876,3.80816,2.74184,3.6291,43.39,-0.2268,0.0283,0.255,445.3236,0.076735,-297.554699,-297.549748,-297.548803,-297.582689,17.921,-956.7121441,-962.4921295,-967.8253285,-891.5390593
gdb_767,c1[nH]nc(n1)N,9.53874,3.86975,2.76025,1.9435,43.5,-0.2143,0.0189,0.2332,443.4355,0.076774,-297.555801,-297.550925,-297.549981,-297.583688,17.915,-957.403659,-963.2307076,-968.5645341,-892.1659408
gdb_783,c1nc([nH]n1)O,9.81968,3.89319,2.78789,2.1239,39.16,-0.2453,0.025,0.2703,425.543,0.064546,-317.434422,-317.429848,-317.428904,-317.462134,16.463,-893.5081826,-898.6361861,-903.3770166,-834.8982145
gdb_785,c1[nH]nc(n1)O,9.69787,3.94239,2.80294,2.8755,39.4,-0.2392,0.0082,0.2475,424.4139,0.064531,-317.433049,-317.428506,-317.427562,-317.460725,16.443,-892.6466127,-897.794069,-902.5348995,-834.0140543
gdb_3642,C#Cc1nc[nH]n1,9.82529,2.05279,1.69803,2.9231,56.32,-0.2482,-0.019,0.2292,665.1613,0.06865,-318.344936,-318.33941,-318.338465,-318.374141,20.131,-1070.182714,-1075.603137,-1080.935708,-1003.638522
gdb_3683,Cc1[nH]nc(n1)C,7.11031,2.09045,1.6486,2.6378,59.28,-0.245,0.0178,0.2627,752.112,0.114656,-320.804155,-320.797088,-320.796143,-320.836094,24.286,-1357.66153,-1365.669172,-1373.373728,-1266.091024
gdb_3685,Cc1[nH]nc(n1)N,7.25846,2.1488,1.67799,2.2278,55.81,-0.2076,0.0262,0.2339,716.5243,0.104136,-336.855265,-336.848528,-336.847584,-336.886426,24.04,-1241.129343,-1248.454883,-1255.56707,-1155.448009
gdb_3687,Cc1[nH]nc(n1)O,7.30815,2.16989,1.69068,3.4735,51.51,-0.2303,0.0165,0.2468,694.5581,0.091921,-356.732861,-356.72648,-356.725536,-356.763609,22.572,-1176.59067,-1183.251051,-1189.770242,-1097.387739
gdb_3696,Cc1nc([nH]n1)N,7.23082,2.14807,1.6769,3.2121,55.71,-0.22,0.0354,0.2555,717.0252,0.104074,-336.853985,-336.847324,-336.846379,-336.884262,24.154,-1240.326132,-1247.699363,-1254.810922,-1154.09008
gdb_3698,Cc1nc([nH]n1)O,7.3446,2.16655,1.69055,1.6812,51.28,-0.2365,0.0333,0.2697,694.5726,0.091918,-356.733974,-356.727706,-356.726762,-356.763948,22.679,-1177.289088,-1184.020377,-1190.539568,-1097.600465
gdb_3720,CCc1[nH]ncn1,7.27666,1.94758,1.64976,3.0213,58.19,-0.2552,0.0145,0.2698,752.8529,0.116214,-320.793141,-320.786681,-320.785737,-320.82436,22.751,-1350.750146,-1359.138686,-1366.843869,-1258.727833
gdb_3723,CCc1nc[nH]n1,7.0695,1.97016,1.68741,2.3232,58.28,-0.2562,0.0127,0.2689,746.512,0.116034,-320.792773,-320.786328,-320.785384,-320.823648,22.89,-1350.519222,-1358.917175,-1366.622358,-1258.281047
gdb_3732,CCn1cncn1,7.15367,2.02548,1.74801,3.2434,58.28,-0.2607,0.0109,0.2717,727.0316,0.11617,-320.786981,-320.780664,-320.77972,-320.817692,22.234,-1346.88469,-1355.362964,-1363.068147,-1254.543603
gdb_3747,Cc1ncn(n1)C,7.04007,2.15833,1.68672,2.7034,59.61,-0.2487,0.016,0.2646,737.7455,0.114983,-320.794248,-320.787391,-320.786447,-320.825326,23.582,-1351.444798,-1359.584217,-1367.2894,-1259.334007
gdb_3748,Cn1cnc(n1)N,7.26739,2.20846,1.71487,2.2355,56.3,-0.2089,0.0214,0.2303,703.3451,0.104548,-336.845442,-336.838983,-336.838039,-336.875644,23.247,-1234.965322,-1242.46531,-1249.577497,-1148.682207
gdb_3749,Cn1cnc(n1)O,7.43829,2.21865,1.72754,3.0677,51.91,-0.2323,0.0118,0.2441,682.1995,0.092289,-356.723059,-356.716928,-356.715984,-356.753048,21.817,-1170.439827,-1177.257085,-1183.776276,-1090.760617
gdb_3759,Cc1ncnn1C,3.85029,3.48461,1.87219,3.3698,58.72,-0.2498,0.0128,0.2626,668.8616,0.115018,-320.79358,-320.786635,-320.785691,-320.825637,23.487,-1351.025622,-1359.10982,-1366.815003,-1259.529162
gdb_3760,Cn1c(ncn1)N,3.96556,3.57433,1.9084,3.6573,55.14,-0.2235,0.0286,0.2521,639.2559,0.104522,-336.843788,-336.837238,-336.836294,-336.874272,23.129,-1233.927423,-1241.370307,-1248.482494,-1147.821265
gdb_3761,Cn1c(ncn1)O,4.01135,3.62779,1.92817,2.3546,51.14,-0.2387,0.0262,0.2649,619.975,0.092242,-356.724118,-356.717838,-356.716893,-356.754601,21.869,-1171.104359,-1177.828118,-1184.346681,-1091.735138
gdb_3787,CNc1[nH]ncn1,7.78489,2.08781,1.67481,4.112,55.35,-0.2148,0.0364,0.2512,713.2982,0.10471,-336.836792,-336.830311,-336.829366,-336.867258,22.815,-1229.53737,-1237.023552,-1244.135111,-1143.419917
gdb_3790,CNc1nc[nH]n1,7.8097,2.09956,1.67929,1.5466,55.52,-0.2031,0.022,0.2251,712.6786,0.10476,-336.838171,-336.831746,-336.830802,-336.868507,22.784,-1230.402704,-1237.924027,-1245.036214,-1144.203676
gdb_3806,COc1nc[nH]n1,7.96097,2.20492,1.7457,3.0194,51.28,-0.2347,0.0127,0.2474,676.8123,0.092518,-356.710448,-356.704409,-356.703465,-356.740408,21.229,-1162.526311,-1169.4013,-1175.920491,-1082.828903
gdb_3822,c1[nH]nc(n1)C#N,9.81006,2.07938,1.71571,6.6881,50.41,-0.2906,-0.0461,0.2445,640.6215,0.058403,-334.447259,-334.442126,-334.441182,-334.476257,17.945,-985.7871461,-990.5649996,-995.3052026,-925.4904338
gdb_3871,c1([nH]nc(n1)N)N,7.35938,2.20997,1.70641,3.1067,52.05,-0.1963,0.0428,0.2391,682.1128,0.09348,-352.905052,-352.898648,-352.897704,-352.934777,23.962,-1123.766963,-1130.412283,-1136.931474,-1043.5619
gdb_3873,c1([nH]nc(n1)O)N,7.40721,2.23329,1.71949,4.2508,47.77,-0.2128,0.035,0.2478,660.259,0.081192,-372.782655,-372.776571,-372.775627,-372.812166,22.591,-1059.232682,-1065.190252,-1071.116447,-985.6308963
gdb_3882,c1(nc([nH]n1)O)N,7.47368,2.23003,1.7205,1.5351,47.65,-0.2064,0.0446,0.251,659.8389,0.081297,-372.785072,-372.779053,-372.778109,-372.814504,22.521,-1060.749371,-1066.74773,-1072.673925,-987.0980124
gdb_3927,c1ncn(n1)C=O,8.79957,2.19251,1.75519,2.7241,50.24,-0.291,-0.068,0.223,636.6098,0.068939,-355.525451,-355.520145,-355.5192,-355.55477,18.263,-1046.781648,-1052.339496,-1057.672067,-980.0529688
gdb_3937,c1([nH]nc(n1)O)O,7.53214,2.25159,1.73342,3.0837,43.47,-0.226,0.0354,0.2615,638.3797,0.068999,-392.662003,-392.656302,-392.655357,-392.691229,21.127,-995.7934046,-1001.102758,-1006.43533,-928.750343
gdb_3955,c1nc([nH]n1)CO,7.66219,2.09529,1.66247,3.71,50.79,-0.2544,0.0172,0.2715,692.3367,0.092473,-356.712771,-356.706413,-356.705469,-356.744336,21.546,-1163.984014,-1170.658828,-1177.178019,-1085.293758
gdb_3958,c1[nH]nc(n1)CO,7.56096,2.05069,1.67096,4.123,50.74,-0.2596,0.0001,0.2597,695.0003,0.092814,-356.712228,-356.706155,-356.705211,-356.742719,21.338,-1163.643277,-1170.49693,-1177.016121,-1084.279076
gdb_20319,C#CCc1[nH]ncn1,6.23685,1.4105,1.15847,2.8056,63.47,-0.2603,0.0109,0.2712,955.095,0.097105,-357.636682,-357.62973,-357.628786,-357.668656,24.953,-1349.065284,-1356.257165,-1363.368724,-1261.760584
gdb_20322,C#CCc1nc[nH]n1,5.84204,1.31491,1.21536,2.9342,63.93,-0.2586,0.0044,0.263,967.5771,0.096905,-357.633539,-357.626532,-357.625588,-357.665662,25.199,-1347.093023,-1354.250391,-1361.36195,-1259.881822
gdb_20330,C#CCn1cncn1,6.53563,1.39806,1.15996,3.1557,63.95,-0.2657,0.0056,0.2713,953.7118,0.096902,-357.624612,-357.617637,-357.616693,-357.657387,24.504,-1341.49125,-1348.668698,-1355.780258,-1254.689185
gdb_20505,CC#Cc1nc[nH]n1,9.26002,1.02905,0.93152,1.8759,72.05,-0.2328,-0.0093,0.2235,1195.1239,0.096958,-357.646651,-357.639213,-357.638269,-357.681222,25.215,-1355.320921,-1362.207832,-1369.319392,-1269.645862
gdb_20528,CC(=O)n1cncn1,5.02633,1.74393,1.30507,1.7348,60.52,-0.2855,-0.0589,0.2265,867.877,0.096796,-394.833777,-394.826921,-394.825977,-394.865315,24.025,-1336.068317,-1343.319811,-1350.431371,-1248.234
gdb_20542,CC(C)c1[nH]ncn1,4.41041,1.5674,1.24674,3.1409,68.93,-0.2539,0.0157,0.2697,984.4549,0.144273,-360.082076,-360.074344,-360.0734,-360.114855,28.228,-1627.868788,-1638.125422,-1647.608966,-1514.327309
gdb_20545,CC(C)c1nc[nH]n1,4.39996,1.56833,1.26087,2.3849,69.13,-0.2561,0.0133,0.2693,982.3789,0.143952,-360.081757,-360.073974,-360.073029,-360.114416,28.439,-1627.668612,-1637.893244,-1647.37616,-1514.051833
gdb_20554,CC(C)n1cncn1,4.44112,1.59043,1.31161,3.4588,68.95,-0.2589,0.0127,0.2716,959.2351,0.144131,-360.077424,-360.069816,-360.068872,-360.109877,27.759,-1624.949616,-1635.284061,-1644.767605,-1511.203569
gdb_20573,CC(O)C1=NNC=N1,4.58491,1.58641,1.28105,4.1326,61.88,-0.255,0.0003,0.2553,930.6951,0.12013,-396.006493,-395.998722,-395.997778,-396.039675,27.381,-1444.106542,-1452.560971,-1460.858522,-1343.932888
gdb_20688,Cc1[nH]nc(n1)C#C,6.87826,1.35189,1.13786,3.3676,69.21,-0.2403,-0.0142,0.2261,994.4947,0.095941,-357.644968,-357.637533,-357.636589,-357.67779,26.313,-1354.264823,-1361.153617,-1368.265177,-1267.492251
