mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_89,N=C1CCO1,12.18399,5.1384,3.78868,2.5732,40.19,-0.263,0.0277,0.2907,352.0378,0.080558,-247.201165,-247.196699,-247.195755,-247.22841,15.51,-948.1937094,-954.2786642,-959.6131182,-885.6630651
gdb_305,CC1CC(=N)O1,9.20563,2.65868,2.33419,2.8604,51.41,-0.2598,0.0305,0.2903,567.9978,0.108342,-286.498235,-286.492393,-286.491449,-286.527464,21.198,-1230.417137,-1238.304925,-1245.41774,-1146.633391
gdb_421,CC1COC1=N,5.19024,3.89243,2.45819,2.5239,50.92,-0.2615,0.0284,0.2899,537.9634,0.108616,-286.493052,-286.487128,-286.486184,-286.522434,21.067,-1227.164758,-1235.00109,-1242.113905,-1143.47702
gdb_426,NC1COC1=N,5.33196,3.90126,2.45716,1.33,47.4,-0.2491,0.0196,0.2687,518.7658,0.097893,-302.535621,-302.529817,-302.528873,-302.564883,20.618,-1105.273017,-1112.295471,-1118.815289,-1027.887352
gdb_430,OC1COC1=N,5.38555,4.06938,2.52801,1.2035,43.85,-0.2717,0.0123,0.284,494.7347,0.084855,-322.412936,-322.407158,-322.406214,-322.44232,19.922,-1040.558014,-1046.70823,-1052.635052,-969.9864695
gdb_562,CN=C1CCO1,9.86113,2.62587,2.15831,2.0739,52.85,-0.2475,0.0325,0.28,592.3635,0.108198,-286.484121,-286.477884,-286.47694,-286.514266,21.051,-1221.560475,-1229.200397,-1236.313212,-1138.351527
gdb_1134,CC1(C)CC(=N)O1,5.12285,1.99541,1.88873,3.0346,62.19,-0.257,0.0325,0.2895,753.875,0.13577,-325.793945,-325.786706,-325.785761,-325.824817,27.264,-1511.787153,-1521.464596,-1530.355144,-1406.536323
gdb_1303,CC1(C)COC1=N,3.46915,2.57533,2.20806,2.4567,61.5,-0.2609,0.0323,0.2932,703.5227,0.136267,-325.785262,-325.777909,-325.776964,-325.816273,27.018,-1506.338492,-1515.9444,-1524.834947,-1401.174886
gdb_1310,CC1(O)COC1=N,3.59559,2.64855,2.23228,1.4261,54.49,-0.2678,0.0185,0.2864,663.043,0.112382,-361.709679,-361.702484,-361.70154,-361.740635,25.984,-1322.576246,-1330.503568,-1338.208751,-1230.493066
gdb_1936,N=C1CC(O1)C#C,8.14965,1.67762,1.58511,2.4327,58.39,-0.2697,0.0067,0.2764,762.1666,0.089386,-323.336196,-323.329782,-323.328838,-323.366608,23.417,-1225.230775,-1231.871703,-1238.390894,-1146.433215
gdb_1937,N=C1CC(O1)C#N,8.16794,1.69622,1.6012,2.7802,53.21,-0.2928,-0.016,0.2768,736.5782,0.078945,-339.438949,-339.432887,-339.431943,-339.46916,21.428,-1141.105036,-1147.077667,-1153.003862,-1068.558721
gdb_1943,N=C1CC(O1)C=O,6.39686,1.89294,1.7147,3.3779,52.74,-0.2656,-0.0433,0.2222,716.6084,0.089255,-360.512026,-360.505631,-360.504687,-360.542899,22.203,-1198.88983,-1205.542053,-1212.061244,-1120.125528
gdb_1961,CN=C1CC(C)O1,6.98282,1.65194,1.46159,2.3552,64.23,-0.2449,0.0348,0.2797,872.6199,0.135949,-325.781161,-325.773546,-325.772601,-325.813146,26.737,-1503.765078,-1513.206578,-1522.097126,-1399.212666
gdb_1962,CCC1CC(=N)O1,6.85766,1.62409,1.43308,2.8517,62.59,-0.2592,0.0306,0.2898,871.1532,0.136814,-325.787161,-325.779995,-325.779051,-325.818536,26.07,-1507.530132,-1517.253384,-1526.144559,-1402.594939
gdb_1968,OCC1CC(=N)O1,6.9034,1.67937,1.47296,1.2437,55.23,-0.2659,0.021,0.2869,807.6631,0.113694,-361.707841,-361.701076,-361.700132,-361.738859,24.5,-1321.422885,-1329.620035,-1337.325218,-1229.37861
gdb_2189,CC1OC(=N)C1C,3.83395,2.55504,1.75926,2.7873,61.81,-0.2579,0.0309,0.2888,750.7001,0.136421,-325.788368,-325.781013,-325.780069,-325.819646,26.797,-1508.287535,-1517.892188,-1526.783363,-1403.291474
gdb_2190,CC1OC(=N)C1N,3.82889,2.61094,1.79849,1.6311,58.28,-0.2475,0.0213,0.2688,723.7905,0.125617,-341.831947,-341.824619,-341.823675,-341.863249,26.422,-1387.029578,-1395.761994,-1404.060173,-1288.425952
gdb_2191,CC1OC(=N)C1O,4.0124,2.63389,1.84707,1.3941,54.81,-0.27,0.0136,0.2836,696.4122,0.112651,-361.710525,-361.703268,-361.702324,-361.741886,25.653,-1323.107119,-1330.995535,-1338.700718,-1231.27808
gdb_2290,CCN=C1CCO1,7.93749,1.44441,1.32251,2.0924,64.71,-0.247,0.0312,0.2782,944.0004,0.136715,-325.775071,-325.767648,-325.766704,-325.807533,25.875,-1499.943548,-1509.50553,-1518.396705,-1395.690458
gdb_2732,N=C1OCC1C#C,4.81246,2.25586,1.67221,2.3399,57.31,-0.2693,0.0152,0.2844,713.9527,0.089623,-323.333263,-323.326811,-323.325867,-323.363743,23.328,-1223.390291,-1230.007374,-1236.526565,-1144.635402
gdb_2733,N=C1OCC1C#N,4.81945,2.29446,1.6936,4.1088,52.44,-0.2913,-0.0066,0.2848,688.7236,0.079309,-339.437849,-339.431769,-339.430825,-339.468119,21.266,-1140.414776,-1146.376112,-1152.302307,-1067.905484
gdb_2745,N=C1OCC1C=O,4.75968,2.29186,1.76006,2.0863,52.29,-0.2685,-0.0415,0.227,687.8417,0.089771,-360.513668,-360.507291,-360.506347,-360.544494,22.032,-1199.9202,-1206.583718,-1213.102909,-1121.126405
gdb_2773,CN=C1OCC1C,4.82584,2.02997,1.54709,2.0436,63.8,-0.2464,0.0327,0.2791,827.0637,0.136221,-325.776001,-325.768288,-325.767344,-325.808159,26.615,-1500.527131,-1509.907136,-1518.798311,-1396.083278
