mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_17,C1CO1,25.77385,22.12109,14.18066,1.7675,24.04,-0.2682,0.1042,0.3724,129.891,0.057289,-153.742562,-153.73941,-153.738466,-153.766642,9.176,-617.0590926,-621.3023085,-624.8590295,-577.7902069
gdb_44,CC1CO1,18.21931,6.63877,5.92459,1.812,35.01,-0.2633,0.1052,0.3685,267.2979,0.085275,-193.039603,-193.035186,-193.034242,-193.065979,14.764,-899.2643226,-905.3800253,-910.7151069,-838.9381174
gdb_87,CC1(CO1)C,6.49534,5.52329,3.9108,1.8235,45.7,-0.2596,0.091,0.3505,405.521,0.112851,-232.335768,-232.329981,-232.329037,-232.364091,20.719,-1180.919855,-1188.842156,-1195.955598,-1099.317329
gdb_103,CC1OC1C,8.15202,4.38313,3.43318,1.8159,46.02,-0.2573,0.0984,0.3557,432.2224,0.113178,-232.334436,-232.32857,-232.327626,-232.363064,20.451,-1180.084013,-1187.956741,-1195.070183,-1098.672878
gdb_141,C#CC1CO1,18.6968,3.40509,3.26056,1.7013,41.39,-0.265,0.0189,0.2839,397.8388,0.066467,-229.879598,-229.87469,-229.873746,-229.907107,16.924,-895.3543141,-900.2739846,-905.0154426,-839.9829199
gdb_144,N#CC1CO1,18.70863,3.50788,3.35304,3.6533,36.45,-0.3077,-0.0072,0.3004,376.0875,0.056139,-245.983375,-245.978827,-245.977883,-246.010694,14.866,-811.8711442,-816.1275377,-820.2759997,-762.7578973
gdb_147,O=CC1CO1,18.45912,3.25271,3.1231,2.3951,36.8,-0.2636,-0.0418,0.2217,402.0419,0.066465,-267.060326,-267.055484,-267.05454,-267.088115,15.818,-872.0869078,-877.0473665,-881.7888245,-816.6351925
gdb_150,CCC1CO1,13.16352,3.25269,2.93666,1.7468,45.95,-0.2623,0.0976,0.3599,471.3094,0.113861,-232.328175,-232.322501,-232.321557,-232.356864,19.579,-1176.155179,-1184.148389,-1191.261831,-1094.782322
gdb_155,OCC1CO1,13.91383,3.41925,3.06432,1.7822,38.7,-0.2641,0.0777,0.3418,424.287,0.090736,-268.248806,-268.243491,-268.242547,-268.277228,18.033,-990.0171842,-996.4579366,-1002.385387,-921.5917204
gdb_303,CC1OC1(C)C,5.42634,2.9036,2.43856,1.7972,56.95,-0.2545,0.0923,0.3468,616.1558,0.140619,-271.630416,-271.623061,-271.622116,-271.660915,26.504,-1461.623456,-1471.228108,-1480.119283,-1358.88831
