mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_90,C1CC(=O)C1,10.79571,4.78732,3.54292,2.7119,42.77,-0.2415,-0.0194,0.2222,379.6371,0.090544,-231.15578,-231.150804,-231.149859,-231.184401,17.076,-1068.318385,-1074.97249,-1080.899313,-1000.273819
gdb_306,CC1CC(=O)C1,9.35988,2.40174,2.08257,2.8997,53.83,-0.2394,-0.0163,0.2231,615.4797,0.118664,-270.446915,-270.440714,-270.43977,-270.476747,22.568,-1346.817547,-1355.369239,-1363.07505,-1257.034814
gdb_310,C1C(CC1=O)O,9.88123,2.46668,2.12799,3.0457,46.78,-0.242,-0.0206,0.2214,568.1088,0.095023,-306.369631,-306.363717,-306.362773,-306.399081,21.395,-1161.987908,-1168.941963,-1175.461781,-1085.080405
gdb_419,CC1CCC1=O,4.70272,3.90423,2.33651,2.6766,53.75,-0.2374,-0.0163,0.2211,567.3641,0.118901,-270.447268,-270.440964,-270.44002,-270.477179,22.502,-1347.039057,-1355.526117,-1363.231927,-1257.305898
gdb_428,OC1CCC1=O,4.87211,4.14032,2.44584,2.1771,46.67,-0.2509,-0.0284,0.2226,517.5463,0.095379,-306.368494,-306.362423,-306.361478,-306.398118,21.28,-1161.27443,-1168.129966,-1174.649157,-1084.476114
gdb_1135,CC1(CC(=O)C1)C,4.92901,1.86219,1.77689,2.9233,64.37,-0.2386,-0.0171,0.2215,792.7756,0.146177,-309.738198,-309.730638,-309.729694,-309.769847,28.491,-1625.40958,-1635.774773,-1645.258945,-1514.268951
gdb_1138,CC1(CC(=O)C1)O,5.15746,1.88265,1.80689,3.2015,57.32,-0.2398,-0.0195,0.2203,748.7937,0.122494,-345.664882,-345.657621,-345.656677,-345.695982,27.38,-1443.069897,-1451.844983,-1460.143162,-1344.699704
gdb_1301,CC1(CCC1=O)C,3.24496,2.59114,2.1458,2.6086,64.27,-0.2338,-0.0164,0.2174,729.1336,0.146469,-309.738513,-309.730687,-309.729743,-309.770655,28.48,-1625.607245,-1635.805521,-1645.289692,-1514.775978
gdb_1308,CC1(O)CCC1=O,3.39434,2.71916,2.16812,2.0822,57.22,-0.2472,-0.0286,0.2186,682.4644,0.122791,-345.663386,-345.655772,-345.654828,-345.695098,27.353,-1442.131144,-1450.684719,-1458.982898,-1344.144986
gdb_1938,C#CC1CC(=O)C1,8.81385,1.5332,1.42043,2.1494,60.68,-0.2472,-0.0263,0.2209,818.965,0.099791,-307.291354,-307.284574,-307.283629,-307.322289,24.887,-1345.696188,-1352.996628,-1360.108187,-1260.849441
