mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_163,C1C2COC12,10.16649,6.4527,5.07931,1.7167,41.77,-0.2337,0.0853,0.319,315.0958,0.091972,-231.093096,-231.088957,-231.088013,-231.119749,15.312,-1028.983611,-1036.162941,-1042.090391,-959.704107
gdb_479,CC12CC1CO2,6.0133,3.92776,3.04795,1.6329,53.34,-0.2287,0.0868,0.3155,498.0795,0.119588,-270.392444,-270.386783,-270.385839,-270.421106,21.408,-1312.636504,-1321.527051,-1329.232862,-1222.119586
gdb_480,CC12CC1OC2,6.30494,3.69329,2.91269,1.8852,53.11,-0.2293,0.0805,0.3098,506.8939,0.119607,-270.388222,-270.382545,-270.381601,-270.416941,21.353,-1309.987161,-1318.867668,-1326.573479,-1219.506011
gdb_483,OC12CC1OC2,6.50004,3.85598,3.01225,2.2569,45.92,-0.2318,0.0706,0.3024,464.135,0.095993,-306.309029,-306.303682,-306.302738,-306.337396,20.187,-1123.959608,-1131.26946,-1137.789279,-1046.372513
gdb_666,CC1C2COC12,6.35478,3.46444,3.31917,1.6332,52.65,-0.2325,0.0823,0.3148,493.3705,0.120159,-270.384937,-270.379379,-270.378435,-270.413623,20.81,-1307.925794,-1316.880975,-1324.586785,-1217.423936
gdb_668,OC1C2COC12,6.48448,3.75961,3.55888,1.6786,45.07,-0.2374,0.0597,0.2971,442.4333,0.096937,-306.308471,-306.30339,-306.302446,-306.33666,19.197,-1123.609458,-1131.086228,-1137.606046,-1045.910666
gdb_690,CC1OC2CC12,6.83781,3.52199,3.0011,1.6252,52.69,-0.2317,0.0887,0.3204,503.2217,0.11981,-270.389386,-270.383858,-270.382914,-270.417957,21.073,-1310.717581,-1319.691588,-1327.397398,-1220.14356
gdb_1917,CC1OC2(C)CC12,5.64156,2.16526,1.87881,1.5149,64.44,-0.227,0.0916,0.3186,748.243,0.147393,-309.688569,-309.681458,-309.680514,-309.719077,27.168,-1594.266936,-1604.913881,-1614.398052,-1482.410319
gdb_1930,CC12CC1(C)OC2,3.5959,2.77449,2.16591,1.7772,64.57,-0.224,0.0877,0.3117,706.6212,0.147212,-309.68728,-309.680011,-309.679067,-309.717983,27.425,-1593.458077,-1604.005875,-1613.490046,-1481.723824
gdb_1932,CC12CC1(O)CO2,3.67706,2.8532,2.21604,2.025,57.49,-0.2261,0.0729,0.2989,662.1094,0.123614,-345.608535,-345.601588,-345.600644,-345.638911,26.24,-1407.711647,-1416.683771,-1424.98195,-1308.887138
