mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_2006,N#CC12CC(C1)N2,6.33166,2.08679,2.0783,4.3149,59.37,-0.2625,0.0066,0.2691,656.4934,0.103987,-303.437471,-303.431903,-303.430958,-303.466758,21.287,-1276.510811,-1284.571164,-1291.682723,-1190.269739
gdb_2413,CN1C2CC1C2O,3.61281,3.26909,2.16227,2.0425,61.78,-0.1989,0.0725,0.2713,658.8006,0.13655,-325.684055,-325.677377,-325.676433,-325.714204,25.697,-1442.830189,-1452.859665,-1461.75084,-1337.12567
gdb_2415,OC1C2NC1C2O,5.10426,2.40526,2.01687,3.1725,53.66,-0.2506,0.0629,0.3135,652.7021,0.114538,-361.630982,-361.625006,-361.624062,-361.660456,23.537,-1273.193171,-1281.885425,-1289.590608,-1180.180022
gdb_3498,N#CC1C2CC1N2,7.26329,2.04069,1.936,2.8179,58.64,-0.263,0.0143,0.2773,664.3482,0.104021,-303.43618,-303.430641,-303.429697,-303.465479,21.006,-1275.700697,-1283.779248,-1290.891435,-1189.467155
gdb_3504,O=CN1C2CC1C2,6.6433,2.11415,2.07202,3.8934,59.44,-0.2364,0.0137,0.2501,663.259,0.114443,-324.522792,-324.517031,-324.516087,-324.552413,21.698,-1341.978825,-1350.806621,-1358.511804,-1249.313943
gdb_6592,CC12CC(C1)(N2)C#N,6.06146,1.3334,1.33167,4.7453,71.22,-0.2587,0.011,0.2697,959.778,0.131341,-342.736903,-342.729696,-342.728752,-342.768072,27.616,-1560.216415,-1569.914566,-1578.805114,-1452.658235
gdb_7661,CC1(O)C2NC1C2O,3.20105,2.24826,1.57442,1.8718,64.63,-0.2418,0.0585,0.3003,832.6199,0.142348,-400.924771,-400.917534,-400.91659,-400.955542,29.346,-1553.357741,-1563.924993,-1573.408536,-1438.660391
gdb_7667,CN1C2CC1C2(C)O,3.12984,2.18729,1.53767,2.0692,72.98,-0.2029,0.0752,0.2782,882.2818,0.163862,-364.970689,-364.962498,-364.961554,-365.002761,31.843,-1718.504933,-1730.251273,-1740.920809,-1591.509034
gdb_8045,CC12CC(N1)C2C#N,3.50472,1.85685,1.51824,5.4159,70.08,-0.2539,0.0252,0.2791,870.1023,0.131502,-342.734867,-342.727733,-342.726789,-342.766043,27.244,-1558.938806,-1568.682766,-1577.573314,-1451.385019
gdb_8056,CC12CC(C1)N2C=O,3.56008,1.81474,1.49536,4.1859,70.64,-0.2326,0.0153,0.248,891.608,0.141939,-363.821522,-363.814159,-363.813215,-363.853003,27.977,-1625.243917,-1635.73273,-1645.216274,-1511.248122
