mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_50,c1cc[nH]c1,9.17136,9.04195,4.5531,1.8689,43.14,-0.2029,0.0499,0.2528,303.9808,0.082433,-210.101789,-210.097816,-210.096872,-210.12818,14.821,-1022.510228,-1028.905172,-1034.239626,-959.6997144
gdb_190,Cc1ccc[nH]1,8.61149,3.43237,2.49228,1.9162,55.77,-0.1934,0.0496,0.243,523.1127,0.109918,-249.397368,-249.391707,-249.390763,-249.42627,20.832,-1303.79804,-1311.800034,-1318.912849,-1220.065121
gdb_194,c1cc([nH]c1)N,8.80085,3.53327,2.54719,1.5102,51.62,-0.185,0.0556,0.2406,495.5949,0.099063,-265.441614,-265.436072,-265.435128,-265.470365,20.507,-1182.958631,-1190.14612,-1196.665938,-1105.508333
gdb_198,c1cc([nH]c1)O,8.91138,3.62931,2.57898,0.9982,47.38,-0.1814,0.0635,0.2449,474.5019,0.0864,-285.320198,-285.314886,-285.313942,-285.348469,19.901,-1119.039937,-1125.4832,-1131.410022,-1048.025999
gdb_201,Cc1cc[nH]c1,8.67353,3.34371,2.44992,1.6978,55.32,-0.1982,0.0533,0.2515,528.9258,0.109903,-249.395323,-249.38964,-249.388696,-249.424242,20.948,-1302.514784,-1310.502973,-1317.615788,-1218.792533
gdb_205,c1c[nH]cc1N,8.86789,3.46013,2.49766,1.8044,51.67,-0.1741,0.0558,0.2299,500.1351,0.098959,-265.43852,-265.432959,-265.432015,-265.467025,20.983,-1181.017119,-1188.192684,-1194.712503,-1103.412453
gdb_209,c1c[nH]cc1O,8.97547,3.51643,2.52657,1.6811,47.51,-0.1864,0.05,0.2364,480.4033,0.086407,-285.316421,-285.311084,-285.31014,-285.344731,19.995,-1116.669836,-1123.09741,-1129.024233,-1045.68037
gdb_212,Cn1cccc1,8.71953,3.56689,2.57362,2.0318,55.54,-0.2006,0.0463,0.2469,510.1975,0.110002,-249.387499,-249.381908,-249.380963,-249.416542,20.193,-1297.605153,-1305.651074,-1312.763261,-1213.960714
gdb_832,Cc1cc([nH]c1)C,6.81068,1.91942,1.52577,1.7549,68.34,-0.1894,0.0527,0.2421,823.6177,0.137355,-288.690999,-288.683565,-288.682621,-288.722372,26.956,-1583.863464,-1593.419171,-1602.310346,-1479.18304
gdb_834,Cc1cc(c[nH]1)N,6.91133,1.95756,1.54351,1.7982,64.62,-0.1686,0.0552,0.2239,789.8474,0.126359,-304.734226,-304.726872,-304.725928,-304.765329,27.008,-1462.384624,-1471.101352,-1479.399531,-1363.912147
gdb_836,Cc1cc(c[nH]1)O,6.99764,1.96734,1.55044,1.9591,60.27,-0.1793,0.0498,0.229,767.312,0.113818,-324.612179,-324.605034,-324.60409,-324.643156,26.021,-1398.069972,-1406.029296,-1413.734479,-1306.255992
gdb_838,Cc1cc([nH]c1)N,6.96792,1.94593,1.54426,1.4975,64.21,-0.1791,0.0592,0.2383,791.4086,0.126516,-304.73536,-304.728088,-304.727144,-304.766384,26.66,-1463.096219,-1471.864403,-1480.162582,-1364.574169
gdb_839,Cc1cc([nH]c1)O,7.07489,1.96699,1.55388,0.8606,59.72,-0.1782,0.0676,0.2458,766.9122,0.113849,-324.614194,-324.607134,-324.606189,-324.644825,26.021,-1399.334402,-1407.347065,-1415.05162,-1307.303305
gdb_849,c1c(c[nH]c1N)N,7.07262,1.9847,1.56256,1.9695,60.5,-0.1637,0.0612,0.225,757.9357,0.115518,-320.778636,-320.771439,-320.770495,-320.80942,26.699,-1341.648127,-1349.574194,-1357.279377,-1249.352849
gdb_851,c1c(c[nH]c1N)O,7.16586,1.99277,1.56923,2.2284,56.13,-0.174,0.0553,0.2293,735.898,0.102905,-340.65658,-340.649529,-340.648585,-340.687437,25.73,-1277.327827,-1284.456957,-1291.569144,-1191.815921
gdb_853,c1c(c[nH]c1O)N,7.17716,2.00712,1.57227,1.1622,55.95,-0.1633,0.0709,0.2342,733.6699,0.102791,-340.657508,-340.65047,-340.649526,-340.687921,26.127,-1277.910156,-1285.047443,-1292.15963,-1192.119635
gdb_859,c1c(c[nH]c1O)O,7.26724,2.01738,1.57904,2.0191,51.69,-0.1714,0.0648,0.2362,711.4937,0.090094,-360.535142,-360.528204,-360.52726,-360.565607,25.256,-1213.395328,-1219.706814,-1226.226005,-1134.375002
gdb_861,Cc1ccc([nH]1)C,6.31859,2.01406,1.55685,1.8965,68.88,-0.1849,0.0493,0.2342,810.2976,0.137479,-288.692943,-288.685603,-288.684659,-288.724105,26.775,-1585.083341,-1594.698034,-1603.589209,-1480.270513
gdb_863,Cc1ccc([nH]1)N,6.44142,2.04316,1.57601,1.4242,64.74,-0.1766,0.0551,0.2317,779.2426,0.126563,-304.737186,-304.729942,-304.728998,-304.768244,26.483,-1464.242051,-1473.027804,-1481.325983,-1365.741336
gdb_865,Cc1ccc([nH]1)O,6.51354,2.06991,1.58627,0.8444,60.4,-0.1738,0.0626,0.2364,755.0624,0.113974,-324.615795,-324.608802,-324.607858,-324.646355,25.805,-1400.339044,-1408.39375,-1416.098933,-1308.263394
gdb_872,c1cc([nH]c1N)N,6.57421,2.07019,1.59473,0.3173,60.48,-0.171,0.0618,0.2327,748.8092,0.115679,-320.781098,-320.773963,-320.773018,-320.812029,26.191,-1343.193055,-1351.158026,-1358.862582,-1250.99002
gdb_874,c1cc([nH]c1N)O,6.63826,2.09321,1.60499,0.343,55.88,-0.1749,0.0646,0.2395,725.6234,0.102908,-340.65962,-340.652573,-340.651629,-340.69137,25.469,-1279.235455,-1286.367095,-1293.479282,-1194.283914
gdb_879,c1cc([nH]c1O)O,6.70299,2.129,1.61579,0.4363,51.65,-0.1637,0.0726,0.2363,700.6426,0.09023,-360.536972,-360.53016,-360.529215,-360.567257,25.03,-1214.54367,-1220.934221,-1227.452785,-1135.410392
gdb_900,Cc1ccn(c1)C,6.6962,1.99188,1.56575,1.8384,68.21,-0.1961,0.0494,0.2455,805.9643,0.137493,-288.680991,-288.67366,-288.672716,-288.712459,26.255,-1577.583354,-1587.203694,-1596.094869,-1472.962543
gdb_901,Cn1ccc(c1)N,6.88602,2.02282,1.58289,1.8575,64.76,-0.1719,0.0525,0.2244,773.113,0.126581,-304.724431,-304.71724,-304.716296,-304.755642,26.188,-1456.238173,-1465.057185,-1473.355364,-1357.833467
gdb_902,Cn1ccc(c1)O,6.96625,2.03651,1.59188,1.7744,60.31,-0.1841,0.0475,0.2317,750.6495,0.114013,-324.602433,-324.595443,-324.594499,-324.633577,25.235,-1391.954269,-1400.010857,-1407.71604,-1300.245084
