mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_663,C1CC2OCC12,6.56573,4.1169,3.18137,1.7554,52.42,-0.2393,0.0766,0.3159,472.7184,0.121217,-270.393737,-270.3886,-270.387656,-270.422285,19.228,-1313.447873,-1322.667235,-1330.373046,-1222.859419
gdb_2212,CC12CCC1CO2,3.6237,3.19459,2.27907,1.6443,63.48,-0.2366,0.0782,0.3148,667.264,0.148616,-309.692577,-309.685927,-309.684983,-309.722913,25.472,-1596.781992,-1607.718219,-1617.20239,-1484.817443
gdb_2213,CC12CCC1OC2,3.599,3.14612,2.23168,1.8333,63.45,-0.2382,0.0719,0.3101,672.7954,0.148765,-309.688639,-309.68199,-309.681046,-309.719025,25.334,-1594.310861,-1605.247716,-1614.731887,-1482.377688
gdb_2216,OC12CCC1OC2,3.652,3.26886,2.285,2.4157,56.28,-0.2405,0.0584,0.2989,628.8657,0.124815,-345.612787,-345.606231,-345.605287,-345.643243,24.414,-1410.379816,-1419.597295,-1427.895474,-1311.605507
gdb_3288,CC1CC2COC12,4.53168,2.64487,2.13072,1.6825,63.36,-0.2396,0.0742,0.3138,684.7706,0.149365,-309.68596,-309.679486,-309.678542,-309.716218,24.72,-1592.629765,-1603.676433,-1613.160604,-1480.616271
gdb_3289,CC1CC2OCC12,4.5011,2.57213,2.11409,1.8353,63.16,-0.2378,0.0788,0.3165,689.8569,0.149291,-309.683901,-309.677402,-309.676457,-309.714376,24.781,-1591.337724,-1602.368704,-1611.852248,-1479.460399
gdb_3290,CC1OC2CCC12,4.57025,2.5953,2.16176,1.6405,63.39,-0.2361,0.0824,0.3186,685.2513,0.149145,-309.689111,-309.682621,-309.681677,-309.719443,24.932,-1594.607046,-1605.643674,-1615.127845,-1482.639987
gdb_3294,OC1CC2COC12,4.82682,2.63739,2.13291,2.9561,56.51,-0.2406,0.0588,0.2994,647.1013,0.125642,-345.605421,-345.59913,-345.598185,-345.635634,23.566,-1405.757584,-1415.141354,-1423.438906,-1306.830791
gdb_3295,OC1CC2OCC12,4.44392,2.76194,2.25387,1.077,55.82,-0.2468,0.0651,0.3119,631.1561,0.125748,-345.609374,-345.603122,-345.602178,-345.640064,23.498,-1408.238128,-1417.64637,-1425.944549,-1309.610655
gdb_7669,CC1(C)CC2COC12,3.54176,1.82966,1.61935,1.645,74.15,-0.2385,0.0781,0.3165,906.7707,0.176902,-348.978062,-348.970185,-348.969241,-349.009848,30.712,-1871.735728,-1884.568287,-1895.830818,-1738.182987
gdb_7670,CC1(C)CC2OCC12,3.54378,1.7819,1.61497,1.7852,74.04,-0.2381,0.0772,0.3153,910.8449,0.176938,-348.97548,-348.967645,-348.966701,-349.007432,30.654,-1870.115499,-1882.974414,-1894.236945,-1736.666926
gdb_7671,CC1(C)OC2CCC12,3.59466,1.8173,1.64728,1.5774,74.2,-0.2354,0.083,0.3184,906.0077,0.176483,-348.984539,-348.976591,-348.975646,-349.016427,31.094,-1875.800104,-1888.588109,-1899.850013,-1742.311369
gdb_7674,CC1(O)CC2COC12,3.62388,1.85622,1.64528,2.1619,66.97,-0.2429,0.0714,0.3143,860.873,0.152936,-384.904789,-384.897065,-384.896121,-384.936525,29.768,-1689.423028,-1700.573863,-1710.650402,-1568.95385
gdb_7675,CC1(O)CC2OCC12,3.6199,1.81305,1.64663,1.544,67.0,-0.2408,0.0695,0.3104,862.6742,0.153044,-384.903122,-384.895498,-384.894554,-384.934967,29.642,-1688.37697,-1699.590556,-1709.667096,-1567.976191
gdb_8029,CC12CC(O)C1CO2,3.53511,1.89402,1.54206,1.174,66.89,-0.2442,0.0659,0.31,880.2009,0.153093,-384.908087,-384.900251,-384.899307,-384.940647,29.802,-1691.492553,-1702.573107,-1712.649646,-1571.540442
gdb_8031,CC12COC1C(O)C2,3.4387,1.89385,1.5021,3.0439,67.54,-0.2393,0.0589,0.2981,894.582,0.153093,-384.900171,-384.892313,-384.891368,-384.932218,29.721,-1686.525191,-1697.59194,-1707.667852,-1566.251169
gdb_8033,CC1CC2(C)COC12,3.39674,1.87434,1.49379,1.7694,74.56,-0.2386,0.0723,0.3109,939.1463,0.176844,-348.9808,-348.972759,-348.971815,-349.012874,30.858,-1873.453847,-1886.183495,-1897.446026,-1740.081829
gdb_8034,CC1CC2(C)OCC12,3.46432,1.83708,1.49444,1.7188,74.42,-0.2353,0.0796,0.3148,941.0832,0.176641,-348.982744,-348.974665,-348.973721,-349.015069,31.048,-1874.673725,-1887.379527,-1898.642059,-1741.459212
gdb_8036,CC1CC2(O)COC12,3.48827,1.90682,1.51139,2.367,67.2,-0.2411,0.06,0.3012,888.6463,0.153199,-384.905838,-384.898079,-384.897135,-384.937709,29.725,-1690.081285,-1701.210157,-1711.286696,-1569.696821
