mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_52,c1ccoc1,9.50228,9.29497,4.69874,0.5571,39.2,-0.2246,0.0199,0.2445,289.005,0.069883,-229.969129,-229.965414,-229.96447,-229.995393,13.358,-951.5358223,-957.2041111,-961.9455691,-895.3831795
gdb_191,Cc1ccco1,8.84271,3.54533,2.57115,0.5222,51.86,-0.2124,0.0239,0.2363,501.9826,0.097415,-269.267574,-269.262222,-269.261277,-269.2962,19.38,-1234.622075,-1241.929417,-1248.448608,-1157.453528
gdb_195,c1cc(oc1)N,9.03471,3.7,2.63327,1.5774,48.3,-0.1844,0.0397,0.2241,472.7151,0.086472,-285.313612,-285.308395,-285.307451,-285.341898,19.374,-1114.907163,-1121.410039,-1127.336861,-1043.902637
gdb_203,Cc1ccoc1,8.94272,3.37005,2.48533,0.8398,51.11,-0.2183,0.025,0.2434,512.5694,0.097541,-269.263476,-269.25813,-269.257186,-269.292093,19.399,-1232.050543,-1239.36165,-1245.881469,-1154.876349
gdb_207,c1cocc1N,9.15078,3.49098,2.53565,1.7218,47.62,-0.1947,0.029,0.2237,483.7409,0.086736,-285.306999,-285.301863,-285.300919,-285.33518,19.259,-1110.757446,-1117.31115,-1123.237972,-1039.687032
gdb_833,Cc1cc(oc1)C,7.14925,1.9371,1.55351,0.6525,64.17,-0.2072,0.0287,0.2359,801.4743,0.124978,-308.562031,-308.554959,-308.554015,-308.592994,25.447,-1515.205822,-1524.100134,-1532.398313,-1417.005683
gdb_835,Cc1cc(co1)N,7.24104,1.97969,1.57321,1.4862,60.58,-0.1872,0.0328,0.22,767.2702,0.114169,-324.605613,-324.598744,-324.5978,-324.636154,25.319,-1393.949748,-1402.082264,-1409.787447,-1301.862174
gdb_837,Cc1cc(co1)O,7.3351,1.98909,1.58013,2.07,56.37,-0.1985,0.0258,0.2243,745.1526,0.101451,-344.482088,-344.475321,-344.474377,-344.51269,24.408,-1328.707637,-1336.015607,-1343.127794,-1243.395906
gdb_841,Cc1cc(oc1)N,7.32966,1.97888,1.57631,1.5216,60.58,-0.1811,0.045,0.2261,766.5941,0.114088,-324.608363,-324.601467,-324.600523,-324.638872,25.418,-1395.675397,-1403.790971,-1411.496154,-1303.567744
gdb_850,c1c(coc1N)N,7.42232,2.02384,1.59668,2.4064,56.9,-0.1699,0.0513,0.2213,732.6467,0.103242,-340.652252,-340.645531,-340.644587,-340.682369,25.359,-1274.611969,-1281.948176,-1289.060363,-1188.635705
gdb_852,c1c(coc1N)O,7.5174,2.03418,1.60388,2.7516,52.68,-0.1779,0.0453,0.2232,710.6391,0.090519,-360.528914,-360.522283,-360.521339,-360.559077,24.468,-1209.487202,-1215.991333,-1222.510524,-1130.277368
gdb_862,Cc1ccc(o1)C,6.18675,2.12951,1.61604,0.1269,64.89,-0.2015,0.0273,0.2289,776.8712,0.124938,-308.565933,-308.558908,-308.557964,-308.596797,25.372,-1517.654362,-1526.578167,-1534.876346,-1419.3921
gdb_864,Cc1ccc(o1)N,6.30608,2.17788,1.63864,1.3555,61.51,-0.1764,0.0421,0.2186,744.0315,0.114106,-324.611571,-324.604717,-324.603773,-324.642046,25.24,-1397.688446,-1405.830376,-1413.535559,-1305.559457
gdb_873,c1cc(oc1N)N,6.45502,2.19638,1.65676,2.0265,57.35,-0.1783,0.0406,0.2189,715.172,0.103132,-340.656176,-340.649457,-340.648513,-340.686492,24.934,-1277.074314,-1284.411777,-1291.523964,-1191.222925
gdb_875,c1cc(oc1N)O,6.52191,2.21118,1.66614,2.0293,52.69,-0.1916,0.0354,0.227,693.7941,0.090593,-360.534222,-360.527751,-360.526806,-360.564276,23.908,-1212.81802,-1219.422552,-1225.941115,-1133.539788
gdb_960,Cc1ccoc1C,3.54573,3.27791,1.74006,0.7256,63.61,-0.2067,0.0281,0.2348,722.7251,0.125018,-308.561061,-308.553987,-308.553043,-308.592172,25.395,-1514.597138,-1523.490196,-1531.788375,-1416.489871
gdb_964,Cc1c(cco1)N,3.59036,3.37098,1.76228,1.5904,60.29,-0.1862,0.0313,0.2175,694.6533,0.114142,-324.604397,-324.597486,-324.596542,-324.635134,25.193,-1393.186697,-1401.292858,-1408.998041,-1301.222115
gdb_967,Cc1ccoc1N,3.69883,3.29997,1.7675,1.5911,60.16,-0.1802,0.0407,0.2209,693.8386,0.11402,-324.606601,-324.599633,-324.598689,-324.637445,25.302,-1394.569727,-1402.64012,-1410.345303,-1302.672288
