mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_710,C1C2C1N1CC21,7.69936,4.03933,3.91927,1.5349,52.0,-0.2206,0.0711,0.2917,427.1373,0.109407,-249.257629,-249.253018,-249.252074,-249.285119,18.623,-1216.110559,-1224.771439,-1231.884253,-1131.491598
gdb_3224,CC12CC1C1CN21,4.93408,2.7773,2.35281,1.3658,63.88,-0.2164,0.0757,0.2921,639.859,0.137022,-288.555332,-288.549165,-288.548221,-288.584766,24.701,-1498.7312,-1509.081961,-1517.973136,-1392.834037
gdb_3227,CC12CC1N1CC21,5.20034,2.65124,2.2784,1.6274,63.68,-0.2167,0.0743,0.2909,649.6229,0.137185,-288.552886,-288.546743,-288.545799,-288.582309,24.58,-1497.196313,-1507.562135,-1516.45331,-1391.292247
gdb_3228,CC12CN1C1CC21,5.17681,2.71535,2.32301,1.5344,63.58,-0.216,0.0775,0.2935,642.5024,0.137042,-288.555445,-288.549299,-288.548355,-288.584842,24.701,-1498.802109,-1509.166048,-1518.057223,-1392.881727
gdb_3238,OC12CC1N1CC21,5.35737,2.71072,2.33645,2.6057,56.36,-0.221,0.0688,0.2898,604.2059,0.113322,-324.473588,-324.467734,-324.46679,-324.502715,23.505,-1311.102872,-1319.87231,-1327.577493,-1218.128001
gdb_3573,CC1C2C3CC3N12,4.67858,2.87505,2.38605,1.5022,63.14,-0.2135,0.0645,0.2781,632.9391,0.137486,-288.538806,-288.532658,-288.531714,-288.568448,24.315,-1488.360987,-1498.72367,-1507.614845,-1382.594345
gdb_3574,CC1C2C3CN3C12,4.78667,2.76464,2.33907,1.652,63.33,-0.2181,0.0666,0.2847,640.7115,0.137512,-288.5395,-288.533347,-288.532402,-288.569153,24.249,-1488.796478,-1499.156024,-1508.046572,-1383.036739
gdb_3581,OC1C2C3CN3C12,4.93507,2.892,2.45586,1.4088,56.37,-0.2229,0.0578,0.2807,589.1131,0.114042,-324.467888,-324.462139,-324.461194,-324.497015,22.863,-1307.526071,-1316.361397,-1324.065953,-1214.5512
gdb_12123,CC12CC1C1(C)CN21,3.63539,1.78359,1.7363,1.3598,75.44,-0.2122,0.0819,0.2941,891.4777,0.164549,-327.853165,-327.845418,-327.844474,-327.884479,30.805,-1781.433418,-1793.459,-1804.128536,-1654.21789
gdb_14390,CC1(C)C2C3CC3N12,4.07337,1.89369,1.60078,1.3819,74.77,-0.2128,0.0641,0.2769,878.42,0.165171,-327.831774,-327.824293,-327.823349,-327.862863,30.189,-1768.010373,-1780.202872,-1790.872408,-1640.653656
