mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_47,C1CCC1,10.66107,10.66107,6.30452,0.0,41.83,-0.2982,0.0956,0.3938,268.4432,0.110511,-157.115484,-157.111322,-157.110378,-157.141657,14.696,-1083.213566,-1091.267016,-1097.78809,-1009.645038
gdb_95,CC1CCC1,9.63416,4.10254,3.28665,0.095,52.94,-0.2896,0.0927,0.3823,455.0215,0.138424,-196.407957,-196.40245,-196.401505,-196.436159,20.299,-1362.552335,-1372.428071,-1380.726878,-1267.758943
gdb_98,C1CC(C1)O,10.09703,4.26865,3.40487,1.4604,45.55,-0.256,0.0801,0.3361,413.9118,0.115063,-232.333258,-232.328097,-232.327153,-232.361103,19.023,-1179.344807,-1187.659929,-1194.773371,-1097.442332
gdb_294,CC1(CCC1)C,4.94405,3.06969,2.80861,0.0245,63.32,-0.2837,0.0812,0.3649,603.4335,0.165997,-235.699029,-235.692187,-235.691243,-235.728837,26.214,-1641.011964,-1652.716261,-1662.794056,-1524.728271
gdb_297,CC1(CCC1)O,5.17369,3.14505,2.90044,1.3454,56.29,-0.2526,0.0743,0.3269,562.0396,0.142376,-271.627826,-271.621262,-271.620317,-271.657345,25.093,-1459.998207,-1470.09922,-1478.990395,-1356.648103
gdb_311,CC1CC(C)C1,7.8794,2.19453,2.00483,0.1412,64.11,-0.2832,0.0906,0.3739,708.7554,0.166237,-235.700285,-235.693375,-235.69243,-235.730474,25.93,-1641.800115,-1653.461742,-1663.538909,-1525.755503
gdb_313,CC1CC(O)C1,8.21533,2.25023,2.04733,1.398,56.88,-0.253,0.0788,0.3318,659.729,0.142766,-271.62464,-271.618,-271.617056,-271.65458,24.723,-1457.998964,-1468.052285,-1476.944088,-1354.91304
gdb_315,OC1CC(O)C1,8.74308,2.25286,2.04782,1.3233,49.09,-0.2525,0.0691,0.3216,617.3904,0.119358,-307.548619,-307.542315,-307.541371,-307.578204,23.5,-1273.961869,-1282.448301,-1290.154111,-1183.768118
gdb_432,CC1CCC1C,4.34218,3.60938,2.38799,0.1206,63.28,-0.2822,0.0842,0.3663,624.4665,0.166462,-235.696852,-235.689979,-235.689035,-235.726894,25.85,-1639.645876,-1651.330722,-1661.408516,-1523.509021
gdb_433,CC1CCC1O,4.44325,3.84688,2.49161,1.3078,56.23,-0.2522,0.0751,0.3274,575.9494,0.142966,-271.622539,-271.615882,-271.614937,-271.652386,24.662,-1456.680567,-1466.723221,-1475.614396,-1353.536285
gdb_436,OC1CCC1O,4.68086,3.99775,2.60447,1.022,49.03,-0.2476,0.0591,0.3067,529.6164,0.11984,-307.55036,-307.544139,-307.543195,-307.579988,22.931,-1275.054362,-1283.592877,-1291.298688,-1184.887594
gdb_551,C#CC1CCC1,9.7394,2.33341,2.0649,0.7819,59.52,-0.2544,0.0501,0.3045,624.2663,0.119752,-233.25376,-233.247695,-233.24675,-233.283102,22.582,-1362.286898,-1370.92456,-1378.629743,-1272.45271
gdb_554,C1CC(C1)C#N,9.7226,2.37649,2.09674,4.1766,54.24,-0.3085,0.0282,0.3367,599.6434,0.109648,-249.362379,-249.35669,-249.355746,-249.391553,20.406,-1281.842127,-1289.826552,-1296.939366,-1198.279891
gdb_558,C1CC(C1)C=O,9.64201,2.2122,1.97612,2.8867,54.48,-0.2459,-0.023,0.2229,636.1846,0.119748,-270.431243,-270.425177,-270.424232,-270.46122,21.345,-1336.983226,-1345.619632,-1353.324815,-1247.291482
gdb_563,CCC1CCC1,7.95497,2.17512,1.87197,0.0792,63.82,-0.2855,0.0897,0.3752,724.2171,0.16689,-235.696227,-235.689406,-235.688462,-235.726646,25.155,-1639.253683,-1650.971159,-1661.048953,-1523.353399
gdb_566,COC1CCC1,8.62281,2.36504,2.02665,1.0403,57.2,-0.2445,0.0871,0.3316,657.4853,0.143075,-271.612772,-271.606218,-271.605273,-271.642958,23.494,-1450.551687,-1460.658974,-1469.550149,-1347.620131
gdb_568,C1CC(C1)CO,8.32944,2.22945,1.91437,1.2955,56.81,-0.2613,0.0775,0.3388,673.3675,0.143443,-271.616401,-271.609777,-271.608832,-271.646705,23.883,-1452.828917,-1462.892279,-1471.783454,-1349.971407
gdb_1139,CC1(CC(C1)O)C,4.77422,1.7673,1.65623,1.5303,67.01,-0.2539,0.0746,0.3286,850.7327,0.170464,-310.915653,-310.907707,-310.906762,-310.947014,30.604,-1736.421569,-1748.32165,-1758.991186,-1611.729256
gdb_1140,CC1(O)CC(O)C1,4.55793,2.06467,1.86807,0.459,60.22,-0.2499,0.0765,0.3264,750.1018,0.146823,-346.843297,-346.835676,-346.834732,-346.87426,29.349,-1554.684295,-1565.010584,-1574.494755,-1442.857172
gdb_1141,CC1CC(C1)(C)C,4.65341,1.75304,1.64537,0.0846,74.65,-0.2778,0.0823,0.36,900.4961,0.19399,-274.991042,-274.982821,-274.981877,-275.022667,31.76,-1920.062078,-1933.567327,-1945.423482,-1782.420489
