smiles,jnk3
COC(=O)Cn1c(C)c(C(C)=O)c(C(C)=O)c1C,0
CCCN(CCC)C(=O)c1c(C)[nH]c(C(=O)OCC)c1C,0
CCOC(=O)c1c(C)c(C(=O)NC(C)COC)c(C)n1C,0
CCn1cc(C(C)(C)C)c(C#N)c1NC(C)=O,0
CCCCC(CC)CNC(=O)c1[nH]c(C)c(C(C)=O)c1C,0
CCOC(=O)c1[nH]c(C)c(C(=O)N(CC)CC)c1C,0
CCCCCCC(=O)c1c(C)[nH]c(C(=O)OCC)c1C,0
CCOC(=O)c1[nH]c(C)c(C(=O)OCC)c1C,0
CC(C)CCn1cc(C(O)NC(C)C)cc1O,0
CCOC(=O)c1c(C)[nH]c(C(=O)COC(=O)CSCC(=O)N(CC)CC)c1C,0
CCOC(=O)c1[nH]c(C)c(C(=O)N(C)C)c1C,0
CCNC(=O)c1c(C)[nH]c(C(=O)OCC)c1C,0
COC(=O)C(C(=O)OC)n1c(O)ccc1O,0
OCCCN=Cc1c(O)c[nH]c1O,0
CCCCOC(=O)c1[nH]c(C)c(C(=O)OC)c1C,0
CCN(CC)CCN=Cc1c(O)c[nH]c1O,0
CCOC(=O)c1c(C)[nH]c(C(C)=O)c1C,0
CCOC(=O)c1[nH]c(C)c(C(=O)NCCCOC(C)C)c1C,0
Cc1cc(C(=O)CC#N)c(C)n1CC(F)(F)F,0
CCOC(=O)c1c(C)c(C(=O)O)n(C)c1C,0
CCOC(=O)c1[nH]c(C)c(CCC(=O)OC)c1C,0
CCOC(=O)c1[nH]c(C)c(C(=O)NC(C)(C)C)c1C,0
CCOCCCNC(=O)c1[nH]c(C)c(C(C)=O)c1C,0
CCOC(=O)c1[nH]c(C)c(C(=O)NC(C)CC)c1C,0
CCOCCCNC(=O)c1c(C)[nH]c(C(=O)OCC)c1C,0
COC(=O)c1c(C)[nH]c(C(C)=O)c1C,0
CCOC(=O)c1c(C)c(C(=O)NCCCOC)c(C)n1C,0
CCOCCCNC(=O)c1c(C)c(C(=O)OCC)n(C)c1C,0
CCOC(=O)c1c(C)[nH]c(C(=O)OC)c1CCC(=O)OC,0
CCCNC(=O)c1[nH]c(C)c(C(C)=O)c1C,0
CCOC(=O)c1[nH]c(C)c(C(=O)OCC(=O)NC(=O)NC(C)(C)C)c1C,0
CC(=O)Nc1c(C#N)c(C(C)(C)C)cn1C,0
COCCNC(=O)CCCCCn1c(O)ccc1O,0
CCOC(=O)c1c(C)[nH]c(C(C)=NO)c1C,0
O=C(O)CCCCCn1c(O)ccc1O,0
CCOC(=O)c1c(C)c(C(=O)NC(C)COC)c(C)n1CC,0
CC(=O)c1c(C)[nH]c(C)c1C(C)=O,0
