smiles,jnk3
Cc1ccc(-c2ccc(C(=O)O)[nH]2)cc1,0
O=C(O)CCc1ccc(-c2ccc(Br)cc2)n1CC(=O)O,0
CCOC(=O)c1cc(-c2ccccc2)n(CCCC(=O)O)c1C,0
COc1ccc(OC)c(-c2c(C(C)=O)c(O)c(O)n2CCC(=O)O)c1,0
CCOC(=O)Cn1c(O)c(O)c(C(C)=O)c1-c1ccccc1,0
O=C(O)CCc1ccc(-c2ccc(F)cc2)n1CCC(=O)O,0
CC(=O)c1c(O)c(O)n(CCN(C)C)c1-c1ccc(Cl)cc1,0
CC(C)n1c(CCC(=O)O)ccc1-c1ccccc1,0
O=C(O)c1ccc(-c2ccccc2)[nH]1,0
C=CCn1c(CCC(=O)O)ccc1-c1ccc(OC)cc1,0
COCCn1c(O)c(O)c(C(C)=O)c1-c1ccc(OC)c(OC)c1,0
CC(=O)c1c(O)c(O)n(CCCCCC(=O)O)c1-c1ccc(N(C)C)cc1,0
CCCCCCn1c(O)c(O)c(C(C)=O)c1-c1ccc(Cl)cc1,0
CCN(CC)CCn1c(O)c(O)c(C(C)=O)c1-c1ccccc1,0
C=CCn1c(O)c(O)c(C(C)=O)c1-c1ccccc1F,0
Cn1c(N)c(C#N)c(C#N)c1-c1ccccc1,0
COc1ccc(-c2c(C(C)=O)c(O)c(O)n2CCN(C)C)cc1OC,0
COCCn1c(O)c(O)c(C(C)=O)c1-c1ccc(F)cc1,0
COc1ccc(-c2ccc(CCC(=O)O)n2C(C)C)cc1,0
O=C(O)CCc1ccc(-c2ccc(Cl)cc2)n1CC(=O)O,0
CCCn1c(CCC(=O)O)ccc1-c1ccc(F)cc1,0
COc1ccc(-c2c(C(C)=O)c(O)c(O)n2C)c(OC)c1,0
CCOC(=O)c1cc(-c2ccc(C)cc2)n(CCC(=O)NCCN(C)C)c1C,0
C=CCn1c(CCC(=O)O)ccc1-c1ccccc1,0
CCCCn1c(O)c(O)c(C(C)=O)c1-c1ccc(OC)cc1OC,0
COC(=O)c1cc(-c2ccccc2)n(CC(=O)O)c1C,0
COC(=O)Cn1c(CCC(=O)O)ccc1-c1ccccc1,0
CCN(CC)CCCn1c(O)c(O)c(C(C)=O)c1-c1cccc(OC)c1,0
CCN(CC)CCn1c(O)c(O)c(C(C)=O)c1-c1ccc(OC)c(OC)c1,0
CC(=O)c1c(O)c(O)n(CC(=O)O)c1-c1ccccc1Cl,0
CCOC(=O)c1cc(-c2ccccc2)n(CC(=O)O)c1C,0
CS(=O)(=O)c1c(O)c(O)n(CCCC(=O)O)c1-c1ccccc1F,0
COC(=O)c1ccc(-c2c(C(C)=O)c(O)c(O)n2CCO)cc1,0
COCCCn1c(CCC(=O)O)ccc1-c1ccc(F)cc1,0
COc1ccc(-c2c(C(C)=O)c(O)c(O)n2CCO)c(OC)c1,0
NC(=O)Nn1c(CCC(=O)O)ccc1-c1ccc(Br)cc1,0
CCCn1c(CCC(=O)O)ccc1-c1ccc(OC)cc1,0
COCCCn1c(O)c(O)c(C(C)=O)c1-c1cccc(F)c1,0
CCOC(=O)Cn1c(O)c(O)c(C(C)=O)c1-c1ccc(F)cc1,0
