smiles,jnk3
CC(=O)Nc1c(C(=O)O)oc2ccc(Cl)cc12,0
N#CCCSCc1ccc2oc(C(=O)O)cc2c1,0
CCOC(=O)c1oc2ccc(CNCCO)c(Cl)c2c1C,0
CCOC(=O)c1oc2ccccc2c1NC(=O)COC,0
Cc1oc2ccc(OC(=O)N(C)C)cc2c1C(=O)OC(C)C,0
CCN(CC)CCOC(=O)c1c(C)oc2ccc(O)cc12,0
CNC(=O)c1cc2ccccc2o1,0
CCOC(=O)c1c(C)oc2ccc(OCC(=O)N(CC)CC)cc12,0
CCOC(=O)c1c(C(C)(C)C)oc2ccc(OCC#N)cc12,0
Nc1c(C(=O)CCC(=O)O)oc2ccc(Cl)cc12,0
CCN(CC)C(=O)COc1ccc2oc(C)c(C(=O)OC)c2c1,0
COC(=O)c1oc2ccc(OC)cc2c1N,0
COC(=O)c1oc2ccc(Br)cc2c1NC(C)=O,0
CCOc1ccc2c(C)c(C(=O)O)oc2c1OCC,0
CCN(CC)CCNC(=O)c1c(C)oc2cc(Br)c(OC)cc12,0
COC(=O)c1oc2ccc(Cl)cc2c1NC(C)=O,0
COC(=O)CCC(=O)c1oc2ccccc2c1N,0
COCCOC(=O)c1c(C)oc2ccc(OC(=O)N(C)C)cc12,0
CCOC(=O)CCC(=O)c1c(C)oc2ccc(OC)cc12,0
CC(=O)CCc1ccc2oc(C(=O)O)c(C)c2c1,0
Cc1oc2ccc(OCC(N)=O)cc2c1C(=O)OC(C)C,0
Cc1ccc2c(CC(=O)O)coc2c1,0
Cc1cc(C)c2c(CC(=O)O)coc2c1,0
CCN(CC)S(=O)(=O)c1ccc2oc(C(=O)O)c(C)c2c1,0
COc1cc(C)c2occ(C(C)=NO)c2c1,0
CCOC(=O)c1c(C)oc2cc(Br)c(O)c(Br)c12,0
CC(NC(=O)c1cc2ccccc2o1)C(=O)O,0
COc1c(Br)cc2c(C)c(C(=O)O)oc2c1Br,0
CCOC(=O)c1oc2cccc(OCC(O)CNC(C)C)c2c1C,0
CCOC(=O)c1c(C)oc2ccc(O)c(CN(C)C)c12,0
CCN(CC)CCOC(=O)c1cc2cc(COC)ccc2o1,0
Cc1c(C(=O)O)oc2ccc(S(=O)(=O)N(CC(C)C)CC(C)C)cc12,0
CCOC(=O)Oc1ccc2oc(C)c(C(=O)OCCOC)c2c1,0
COCCOC(=O)c1c(C)oc2ccc(OCC=C(C)C)cc12,0
CCOC(=O)c1c(C)oc2cc(Br)c(OC)cc12,0
C=C(C)COc1ccc2oc(C)c(C(=O)OCCOC)c2c1,0
C=CCNC(=O)c1oc2ccc(S(=O)(=O)N(CC)CC)cc2c1C,0
CC(=O)Nc1c(C(=O)O)oc2ccccc12,0
NC(=O)c1oc2ccc(Cl)cc2c1N,0
CCOC(=O)COc1cc2c(C(=O)OCC)c(C)oc2cc1Br,0
CC(=O)c1cc2cc(O)ccc2o1,0
CC(=O)Nc1coc2ccc(Br)cc12,0
COc1ccc2oc(C(=O)CCC(=O)O)c(N)c2c1,0
COc1ccc2oc(C)c(C(N)=O)c2c1,0
CC(=O)c1cc2c(O)c(O)ccc2o1,0
CCOC(=O)c1c(C)oc2ccc(OCC(N)=O)cc12,0
CC(=O)c1oc2ccccc2c1N,0
CC(=O)c1coc2ccc(OCC(=O)O)cc12,0
Cc1c(C(=O)OC(C)CCN(C)C)oc2ccccc12,0
COc1ccc2oc(C)c(NC(C)=O)c2c1,0
CCOCC(=O)Nc1c(C(=O)OCC)oc2ccccc12,0
CCOC(=O)c1c(C)oc2ccc(OCC(=O)C(C)(C)C)cc12,0
