smiles,jnk3
CC(C)Oc1ccc(C(=O)Nc2ccc(N(C)C)cc2)cc1,0
COc1ccc(NC(=O)c2ccccc2N=S(C)(=O)O)cc1OC,0
Cc1ccccc1C(=O)Nc1ccccc1,0
CCSc1ccccc1C(=O)Nc1cccc(OC)c1,0
CCOCCCNS(=O)(=O)c1ccc(NC(=O)c2ccccc2)cc1,0
Cc1cccc(NC(=O)c2ccccc2C(=O)O)c1,0
Cc1cc(O)ccc1NC(=O)c1ccccc1,0
COc1cccc(NC(=O)c2ccccc2N=S(C)(=O)O)c1,0
CCN(C(=O)c1ccccc1Cl)c1ccccc1,0
Cc1cccc(C(=O)Nc2ccc(O)cc2)c1,0
CCOC(=O)CN(C(=O)c1ccccc1)c1ccccc1C,0
COC(=O)c1ccc(NC(=O)c2cccc(OC)c2)cc1,0
CC(=O)c1cccc(NC(=O)c2ccc(N(C)S(C)(=O)=O)cc2)c1,0
CN(c1ccccc1C(=O)Nc1cccc(C(F)(F)F)c1)S(C)(=O)=O,0
COc1ccccc1NC(=O)c1cc(C(=O)O)ccc1C(=O)O,0
COc1ccc(C(=O)Nc2ccccc2C(N)=O)cc1,0
COC(=O)c1ccccc1NC(=O)c1ccc(N=S(C)(=O)O)cc1,0
COc1ccccc1NC(=O)c1ccc(N=S(C)(=O)O)cc1,0
COc1ccc(NC(=O)c2c(OC)cccc2OC)c(OC)c1,0
CS(=O)(O)=Nc1ccccc1C(=O)Nc1cccc(Cl)c1,0
CN(C(=O)c1ccccc1Cl)c1ccccc1,0
O=C(O)CC(NC(=O)c1ccccc1NC(=O)c1ccccc1)C(=O)O,0
O=C(O)COc1cccc(NC(=O)c2ccccc2)c1,0
COc1cc(OC)c(C(=O)Nc2ccc(N(C)C)cc2)cc1OC,0
CCN(CC)c1ccc(NC(=O)c2cccc(C)c2OC)c(C)c1,0
COc1cc(OC)cc(C(=O)Nc2cccc(NC(C)=O)c2)c1,0
CCN(CC)S(=O)(=O)c1ccc(NC(=O)c2ccc(N=S(C)(=O)O)cc2)cc1,0
CCc1cccc(C)c1NC(=O)c1cccc(N(C)C)c1,0
COc1cc(OC)cc(C(=O)Nc2ccccc2NC(C)=O)c1,0
CN(C)S(=O)(=O)c1ccc(C(=O)Nc2ccccc2OC(F)(F)C(F)F)cc1,0
