smiles,jnk3
COc1cccc(N(CC(=O)Nc2cccc(C(C)=O)c2)S(C)(=O)=O)c1,0
COc1ccccc1N(CC(=O)Nc1ccccc1C(=O)NC(C)C)S(C)(=O)=O,0
COc1ccc(NC(=O)CN(c2cccc(F)c2)S(C)(=O)=O)cc1OC,0
Cc1cc(C)cc(NCC(=O)Nc2c(C)cccc2C)c1,0
CCN(CC)S(=O)(=O)c1ccc(NC(=O)CN(c2ccc(OC)cc2OC)S(C)(=O)=O)cc1,0
COc1cccc(NC(=O)CN(c2cccc(F)c2)S(C)(=O)=O)c1,0
COc1ccc(OC)c(N(CC(=O)Nc2ccc(NC(C)=O)cc2)S(C)(=O)=O)c1,0
CN(C)S(=O)(=O)N(CC(=O)Nc1ccccc1C(F)(F)F)c1ccccc1,0
CCOC(=O)c1ccccc1NC(=O)CN(c1ccccc1OCC)S(C)(=O)=O,0
COc1ccc(OC)c(N(CC(=O)Nc2ccccc2)S(C)(=O)=O)c1,0
COc1ccc(OC)c(NC(=O)CN(c2ccc(OC)c(Cl)c2)S(C)(=O)=O)c1,0
CCOc1ccc(N(C(C)C(=O)Nc2ccc(OC)cc2)S(C)(=O)=O)cc1,0
COc1cccc(NC(=O)CN(c2cccc(C(F)(F)F)c2)S(C)(=O)=O)c1,0
CCc1ccc(NC(=O)C(C)Nc2ccc(S(=O)(=O)NC(C)=O)cc2)cc1,0
COc1ccc(N(CC(=O)Nc2cccc(C(C)=O)c2)S(C)(=O)=O)cc1OC,0
CSc1ccccc1NC(=O)CN(c1cccc(C)c1)S(C)(=O)=O,0
COc1ccc(N(CC(=O)Nc2cccc(N(C)S(C)(=O)=O)c2)S(C)(=O)=O)cc1OC,0
Cc1ccc(NC(=O)CN(c2ccccc2F)S(C)(=O)=O)cc1,0
COc1ccc(N(CC(=O)Nc2cc(OC)ccc2OC)S(C)(=O)=O)cc1,0
COc1cccc(N(CC(=O)Nc2cccc(N(C)S(C)(=O)=O)c2)S(C)(=O)=O)c1,0
COc1ccc(Cl)cc1N(CC(=O)Nc1ccccc1SC)S(C)(=O)=O,0
COc1ccccc1N(CC(=O)Nc1ccccc1C(=O)NCC(C)C)S(C)(=O)=O,0
COc1ccc(NCC(=O)Nc2ccc(Cl)cc2C)c(OC)c1,0
CCN(CC)S(=O)(=O)c1ccc(NC(=O)CN(c2cccc(F)c2)S(C)(=O)=O)cc1,0
CCOC(=O)c1ccccc1NC(=O)CN(c1ccccc1)S(=O)(=O)N(C)C,0
Cc1cccc(C)c1NC(=O)CNc1ccccc1,0
COc1ccccc1N(CC(=O)Nc1ccccc1C)S(C)(=O)=O,0
CSc1ccccc1NC(=O)CN(c1cc(C)cc(C)c1)S(C)(=O)=O,0
COc1ccc(N(CC(=O)Nc2cccc(SC)c2)S(C)(=O)=O)cc1,0
COc1ccc(NC(=O)C(C)N(c2ccc(C)cc2)S(C)(=O)=O)c(OC)c1,0
COc1ccc(N(CC(=O)Nc2cccc(SC)c2)S(C)(=O)=O)cc1Cl,0
COc1ccccc1NC(=O)CN(c1ccccc1F)S(C)(=O)=O,0
COc1ccc(C)cc1NC(=O)CN(c1ccc(F)cc1)S(C)(=O)=O,0
COc1ccc(C)cc1NC(=O)CN(c1ccccc1F)S(C)(=O)=O,0
Cc1ccccc1NC(=O)CN(c1ccc(F)cc1)S(C)(=O)=O,0
CC(=O)Nc1ccc(NC(=O)CN(c2ccccc2Cl)S(C)(=O)=O)cc1,0
COC(=O)c1ccccc1NC(=O)CN(c1ccccc1)S(=O)(=O)N(C)C,0
COc1ccc(Cl)cc1NC(=O)CN(c1ccccc1)S(=O)(=O)N(C)C,0
COc1ccccc1N(CC(=O)Nc1ccc(F)c(F)c1)S(C)(=O)=O,0
Cc1ccccc1N(CC(=O)Nc1ccc(F)cc1)S(C)(=O)=O,0
CCOC(=O)c1ccccc1NC(=O)CN(c1cccc(OC)c1)S(C)(=O)=O,0
COc1ccc(N(CC(=O)Nc2ccccc2SC)S(C)(=O)=O)cc1OC,0
CC(=O)c1cccc(NC(=O)CN(c2ccccc2)S(C)(=O)=O)c1,0
CCc1ccccc1N(CC(=O)Nc1cccc(N(C)S(C)(=O)=O)c1)S(C)(=O)=O,0
CCOc1ccc(N(CC(=O)Nc2ccccc2)S(C)(=O)=O)cc1,0
CSc1cccc(NC(=O)CN(c2ccc(C)cc2C)S(C)(=O)=O)c1,0
CCOc1ccc(N(CC(=O)Nc2ccc(OC)cc2)S(C)(=O)=O)cc1,0
COC(=O)c1ccc(C)c(NC(=O)CN(c2cc(OC)ccc2OC)S(C)(=O)=O)c1,0
CSc1cccc(NC(=O)CN(c2cc(C)ccc2C)S(C)(=O)=O)c1,0
COc1cccc(N(CC(=O)Nc2ccccc2C)S(C)(=O)=O)c1,0
CCC(C)NC(=O)c1ccccc1NC(=O)C(C)N(c1ccccc1)S(C)(=O)=O,0
Cc1cccc(N(CC(=O)Nc2ccc(CC#N)cc2)S(C)(=O)=O)c1,0
CCc1ccc(N(CC(=O)Nc2ccc(OC)cc2OC)S(C)(=O)=O)cc1,0
O=C(CNc1ccccc1)Nc1ccc(F)cc1,0
CC(=O)c1cccc(NC(=O)CN(c2ccc(F)cc2)S(C)(=O)=O)c1,0
COc1ccc(NC(=O)CN(c2ccc(C)cc2)S(C)(=O)=O)c(OC)c1,0
CSc1ccccc1NC(=O)CN(c1ccccc1)S(=O)(=O)N(C)C,0
Cc1ccccc1N(CC(=O)Nc1ccccc1C(=O)O)S(C)(=O)=O,0
Cc1cccc(NCC(=O)Nc2cccc(C)c2C)c1C,0
CC(=O)c1cccc(NC(=O)CN(c2cccc(F)c2)S(C)(=O)=O)c1,0
CCOc1ccc(NC(=O)CN(c2ccc(OC)cc2)S(C)(=O)=O)cc1,0
Cc1ccc(NC(=O)CNc2cccc(C)c2C)c(C)c1,0
CCOc1ccccc1N(CC(=O)Nc1ccc(C)cc1)S(C)(=O)=O,0
CCc1ccccc1NC(=O)CN(c1cccc(OC)c1)S(C)(=O)=O,0
