smiles,jnk3
C=CCSc1nnc(-c2ccc(Cl)cc2Cl)o1,0
OCC#CCSc1nnc(-c2ccc(Br)cc2)o1,0
CCOC(=O)CSc1nnc(-c2cccc(Br)c2)o1,0
CC(C)CCNC(=O)NC(=O)CSc1nnc(-c2ccccc2Br)o1,0
CC=S(O)(O)=Nc1ccc(-c2nnc(SCC(=O)OC)o2)cc1,0
CSc1nnc(-c2ccccc2)o1,0
COc1cc(OC)cc(-c2nnc(SCC(=O)N(C(C)C)C(C)C)o2)c1,0
COc1cccc(-c2nnc(SCC(=O)N(C(C)C)C(C)C)o2)c1,0
CCNc1nnc(-c2ccc(C)cc2)o1,0
COc1ccc(Cl)cc1-c1nnc(S)o1,0
COc1cc(-c2nnc(SCC#CCO)o2)cc(OC)c1OC,0
CC(C)OC(=O)CSc1nnc(-c2ccc(Cl)cc2Cl)o1,0
CN(C)C(=O)Oc1ccc(-c2nnco2)cc1,0
CCSc1nnc(-c2ccc(OC)cc2)o1,0
CCCCCOC(=O)CSc1nnc(-c2cc(OC)c(OC)c(OC)c2)o1,0
CC(=N)C(C#N)C(=O)CSc1nnc(-c2ccc(OC(F)F)cc2)o1,0
CCOc1ccc(-c2nnc(N)o2)cc1,0
CCCCSc1nnc(-c2ccc(C)cc2)o1,0
CCCCOC(=O)CSc1nnc(-c2ccc(Cl)cc2Cl)o1,0
O=C(O)CSc1nnc(-c2ccccc2)o1,0
COC(=O)CSc1nnc(-c2ccc(OC)cc2OC)o1,0
CCC(=O)Nc1nnc(-c2ccc(OC)cc2)o1,0
CC(C)C(=O)Nc1nnc(-c2ccccc2)o1,0
NC(=O)OCCSc1nnc(-c2cccc(C(N)=S)c2)o1,0
Cc1c(Br)cc(-c2nnco2)cc1Br,0
CCOC(=O)CSc1nnc(-c2ccc(Cl)cc2Cl)o1,0
COc1cc(-c2nnc(O)o2)cc(OC)c1OC,0
Sc1nnc(-c2cccc(Br)c2)o1,0
OCC#CCSc1nnc(-c2ccccc2Br)o1,0
CCOC(=O)CSc1nnc(-c2ccccc2OC)o1,0
CCCOC(=O)CSc1nnc(-c2ccccc2Cl)o1,0
CNC(=O)CSc1nnc(-c2cc(C)cc(C)c2)o1,0
COc1ccc(-c2nnc(SCC#CCO)o2)cc1OC,0
CCN(CC)C(=O)CSc1nnc(-c2cc(OC)cc(OC)c2)o1,0
CCOC(=O)c1nnc(-c2ccccc2)o1,0
CN(C)CCSc1nnc(-c2ccccc2)o1,0
CCCCN(CCCC)C(=O)CSc1nnc(-c2cc(OC)c(OC)c(OC)c2)o1,0
CCSc1nnc(-c2ccc(Cl)cc2Cl)o1,0
CN(C)c1cccc(-c2nnc(SCCCC#N)o2)c1,0
COc1ccc(-c2nnc(SCC(=O)C(C#N)C(C)=N)o2)cc1,0
CCCOC(=O)CSc1nnc(-c2cc(OC)c(OC)c(OC)c2)o1,0
CCCOC(=O)CSc1nnc(-c2ccc(Cl)cc2Cl)o1,0
Cc1ccccc1-c1nnc(S)o1,0
COC(=O)CSc1nnc(-c2ccccc2OC)o1,0
COc1ccc(-c2nnc(SC(C)C#N)o2)cc1,0
CCCCOC(=O)CSc1nnc(-c2cc(OC)c(OC)c(OC)c2)o1,0
COc1ccc(-c2nnc(NC(=O)C(C)C)o2)cc1,0
COc1ccccc1-c1nnc(S)o1,0
