smiles,jnk3
Cc1nc(SCCC(=O)O)c2ccccc2n1,1
COc1ccc2nc(SCC(=O)O)nc(C)c2c1,0
COCCNc1nc(S)nc2cc(OC)c(OC)cc12,0
COCCCNc1nc(S)nc2cc(OC)c(OC)cc12,0
CCC(CC)c1nc(NCCC(=O)O)c2ccccc2n1,0
Cc1cc(C)c2nc(SCCC#N)nc(C)c2c1,0
CN(C)C(=O)CSc1nc(O)c2ccccc2n1,0
CCOC(=O)CCSc1nc(C)c2ccccc2n1,0
CCOC(=O)c1ccc2nc(C(F)(F)F)nc(O)c2c1,0
CCOC(=O)CSc1nc(C)c2cc(OC)ccc2n1,0
Oc1nc(C(F)(F)F)nc2ccccc12,0
COc1ccc2nc(NC(N)=NC(=O)C(C)(C)C)nc(C)c2c1,0
COC(=O)CSc1nc(C(C)C)nc2ccccc12,0
O=C(NCCO)c1nc(NCCO)c2ccccc2n1,0
CC(=N)C(C#N)C(=O)CSc1ncnc2ccccc12,0
CCOC(=O)CSc1nc(CC)nc2ccccc12,0
CN(C)CCNc1ncnc2ccccc12,0
CCC(=O)N=C(N)Nc1nc(C)c2cc(OC)ccc2n1,0
C=CCSc1nc(O)c2ccccc2n1,0
O=C(CSc1ncnc2ccccc12)NCCCO,0
Cc1ccc2nc(SCCC#N)nc(C)c2c1,0
Cc1cc2nc(SCC(=O)O)nc(C)c2cc1C,0
CC(=O)N(C(C)=O)c1ccc2nc(C)nc(O)c2c1,0
CSCCC(Nc1ncnc2ccc(Br)cc12)C(=O)O,0
CC(C)c1nc(S)c2ccccc2n1,0
CCOC(=O)CSc1nc(O)c2ccccc2n1,0
Cc1ccc2nc(SCC(=O)O)nc(C)c2c1,0
CCN(CC)C(=O)CSc1nc(O)c2ccccc2n1,0
CCOCCCNc1nc(S)nc2cc(OC)c(OC)cc12,0
O=C(O)CCCCCNc1nc(S)nc2ccccc12,0
COc1cc2nc(N(C)C)nc(N)c2cc1OC,0
COc1ccc2nc(C)nc(O)c2c1,0
