smiles,jnk3
CCCC(=O)Nc1ccc(N2CCN(C(=O)c3ccccc3C)CC2)cc1,0
Cc1ccc(C(=O)N2CCN(c3cccc(Cl)c3)CC2)cc1C,0
COc1ccc(N2CCN(C(=O)c3ccc(C)cc3Cl)CC2)cc1,0
O=C(c1ccccc1F)N1CCN(c2ccccc2)CC1,0
O=C(c1ccccc1F)N1CCN(c2ccccc2F)CC1,0
O=C(c1ccccc1Br)N1CCN(c2ccccc2)CC1,0
CCC(=O)c1ccc(N2CCN(C(=O)c3ccc(Br)cc3)CC2)c(F)c1,0
CC(C)(C)C(=O)Nc1ccccc1N1CCN(C(=O)c2ccc(Cl)cc2)CC1,0
CCOc1ccccc1C(=O)N1CCN(c2cccc(Cl)c2)CC1,0
CCCc1ccc(C(=O)N2CCN(c3ccccc3OCC)CC2)cc1,0
O=C(c1cccc(F)c1)N1CCN(c2cccc(Cl)c2)CC1,0
Cc1ccc(N2CCN(C(=O)c3ccccc3)CC2)c(C)c1,0
O=C(c1c(F)cccc1F)N1CCN(c2cccc(C(F)(F)F)c2)CC1,0
C=CCN(c1ccc(C(=O)N2CCN(c3ccc(F)cc3)CC2)cc1)S(C)(=O)=O,0
COc1ccc(C(=O)N2CCN(c3ccc(C)cc3C)CC2)cc1OC,0
COc1ccc(C(=O)N2CCN(c3cccc(Cl)c3)CC2)c(OC)c1,0
O=C(O)c1ccccc1C(=O)N1CCN(c2ccccc2)CC1,0
CC(C)CC(=O)Nc1ccccc1N1CCN(C(=O)c2ccccc2)CC1,0
COc1ccc(C(=O)N2CCN(c3ccc(C)cc3)CC2)cc1OC,0
N#Cc1ccc(N2CCN(C(=O)c3cccc(F)c3)CC2)c(F)c1,0
CCCC(=O)c1ccc(N2CCN(C(=O)c3ccccc3Br)CC2)c(F)c1,0
COc1ccc(C(=O)N2CCN(c3ccc(C)c(C)c3)CC2)cc1OC,0
COc1ccc(C(=O)N2CCN(c3c(C)cccc3C)CC2)cc1OC,0
CCCOc1ccc(C(=O)N2CCN(c3ccc(NC(=O)CC)cc3Cl)CC2)cc1,0
CCCC(=O)c1ccc(N2CCN(C(=O)c3ccc(Br)cc3)CC2)c(F)c1,0
O=C(c1cccc(COCC(F)(F)C(F)F)c1)N1CCN(c2ccccc2)CC1,0
COc1ccccc1N1CCN(C(=O)c2ccc(NC(C)=O)cc2)CC1,0
COc1cc(C(=O)N2CCN(c3ccc(C)cc3C)CC2)cc(OC)c1OC,0
CCOc1ccccc1N1CCN(C(=O)c2ccccc2)CC1,0
COc1cc(OC)cc(C(=O)N2CCN(c3ccccc3F)CC2)c1,0
Cc1ccc(N2CCN(C(=O)c3ccccc3Br)CC2)c(C)c1,0
O=C(c1ccccc1F)N1CCN(c2cccc(C(F)(F)F)c2)CC1,0
Cc1ccc(C(=O)N2CCN(c3ccccc3)CC2)cc1C,0
CCSc1ccccc1C(=O)N1CCN(c2ccccc2F)CC1,0
CC(C)C(=O)Nc1ccccc1N1CCN(C(=O)c2ccccc2)CC1,0
O=C(c1cccc(F)c1)N1CCN(c2cccc(C(F)(F)F)c2)CC1,0
CCc1ccc(N2CCN(C(=O)c3ccc(OC)c(OC)c3)CC2)cc1,0
O=C(c1ccccc1)N1CCN(c2ccccc2F)CC1,0
CCOc1cc(C(=O)N2CCN(c3ccc(C(C)=O)cc3)CC2)cc(OCC)c1OCC,0
Cc1ccc(C)c(N2CCN(C(=O)c3ccccc3Br)CC2)c1,0
Cc1ccc(C(=O)N2CCN(c3ccc(Cl)cc3)CC2)cc1,0
CN(c1ccc(C(=O)N2CCN(c3ccc(F)cc3)CC2)cc1)S(C)(=O)=O,0
COc1cc(C(=O)N2CCN(c3cccc(C)c3C)CC2)cc(OC)c1OC,0
O=C(c1c(F)cccc1F)N1CCN(c2ccccc2F)CC1,0
CCC(=O)Nc1ccc(N2CCN(C(=O)c3ccccc3C)CC2)cc1,0
CCOc1cc(C(=O)N2CCN(c3ccccc3)CC2)cc(OCC)c1OCC,0
CCCC(=O)c1ccc(N2CCN(C(=O)c3ccccc3)CC2)c(F)c1,0
CCCOc1ccc(C(=O)N2CCN(c3ccc(N)cc3Cl)CC2)cc1,0
CN(c1ccccc1C(=O)N1CCN(c2cccc(Cl)c2)CC1)S(C)(=O)=O,0
COc1ccccc1N1CCN(C(=O)c2ccc(C(C)(C)C)cc2)CC1,0
CCOc1ccc(C(=O)N2CCN(c3cccc(C)c3C)CC2)cc1,0
COc1ccccc1C(=O)N1CCN(c2cccc(C(F)(F)F)c2)CC1,0
Cc1ccc(N2CCN(C(=O)c3ccccc3F)CC2)c(C)c1,0
