smiles,ld50_zhu
Cc1ccc2[nH]c(C(F)(F)F)nc2c1,3.502
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,1.463
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,2.044
COC(=O)Nc1nc2ccccc2n1C(=O)NCCCCCC#N,2.12
COC(=O)Nc1nc2ccccc2[nH]1,1.475
FC(F)(F)c1nc2c(Br)c(Br)c(Br)cc2[nH]1,4.77
O=[N+]([O-])c1cccc2[nH]c(C(F)(F)F)nc12,4.34
FC(F)(F)c1nc2c(Cl)cc(Cl)cc2[nH]1,4.89
O=[N+]([O-])c1c(Cl)c([N+](=O)[O-])c2[nH]c(C(F)(F)F)nc2c1Cl,3.47
FC(F)(F)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,5.0
FC(F)(F)c1nc2c(Cl)c(Cl)c(Cl)c(Cl)c2[nH]1,6.121
FC(F)(F)c1nc2c(Cl)c(Cl)cc(Cl)c2[nH]1,4.66
FC(F)(F)c1nc2c(Cl)ccc(Cl)c2[nH]1,4.99
O=[N+]([O-])c1cc2nc(C(F)(F)F)[nH]c2cc1[N+](=O)[O-],4.26
O=[N+]([O-])c1cc2[nH]c(C(F)(F)F)nc2cc1Cl,4.68
O=[N+]([O-])c1cc(Cl)c2nc(C(F)(F)F)[nH]c2c1,4.43
O=[N+]([O-])c1cc([N+](=O)[O-])c2nc(C(F)(F)F)[nH]c2c1,4.38
FC(F)(F)c1nc2cc(Cl)c(Cl)cc2[nH]1,4.51
FC(F)(F)c1nc2c(Cl)c(Cl)c(Cl)cc2[nH]1,5.28
O=[N+]([O-])c1cc(Cl)cc2[nH]c(C(F)(F)F)nc12,4.98
N#Cc1ccc2[nH]c(C(F)(F)F)nc2c1,4.68
O=[N+]([O-])c1ccc2[nH]c(C(F)(F)F)nc2c1,4.8
FC(F)(F)c1nc2c(Cl)c(Cl)ccc2[nH]1,4.29
FC(F)(F)c1nc2ccccc2[nH]1,3.823
FC(F)(F)c1nc2c(Cl)cccc2[nH]1,4.06
FC(F)(F)c1nc2cc(Br)ccc2[nH]1,3.733
FC(F)(F)c1nc2cc(Cl)ccc2[nH]1,4.51
O=C(O)CCc1nc2ccccc2[nH]1,2.049
Fc1c(F)c(F)c2[nH]c(C(F)(F)F)nc2c1F,4.888999999999999
Oc1cc2nc(C(F)(F)F)[nH]c2cc1Cl,3.63
Oc1c(Cl)cc2[nH]c(C(F)(F)F)nc2c1Cl,3.67
FC(F)(F)c1nc2c(Br)c(Br)cc(Br)c2[nH]1,4.52
Fc1ccc2[nH]c(C(F)(F)F)nc2c1,4.09
Nc1ccc2[nH]c(C(F)(F)F)nc2c1,3.477
CC(C)(C)c1ccc2[nH]c(C(F)(F)F)nc2c1,3.84
FC(F)(F)c1nc2cc(I)ccc2[nH]1,3.512
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c2nc(C(F)(F)F)[nH]c12,4.238
O=[N+]([O-])c1c(Cl)c(Cl)c2nc(C(F)(F)F)[nH]c2c1Cl,4.3580000000000005
FC(F)(F)c1nc2c(Br)c(Cl)c(Cl)c(Cl)c2[nH]1,4.9510000000000005
FC(F)(F)c1nc2c(Br)ccc(Br)c2[nH]1,4.28
Cc1c(Cl)c(Cl)c2nc(C(F)(F)F)[nH]c2c1Cl,4.22
CCN(CC)S(=O)(=O)c1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12,4.58
CN(C)S(=O)(=O)c1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12,4.92
O=S(=O)(O)c1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12,3.2289999999999996
FC(F)(F)c1nc2c(Br)cccc2[nH]1,3.9760000000000004
O=[N+]([O-])c1cc(Br)cc2[nH]c(C(F)(F)F)nc12,5.4
O=[N+]([O-])c1cc(Br)c2nc(C(F)(F)F)[nH]c2c1,4.33
O=[N+]([O-])c1c(Cl)ccc2[nH]c(C(F)(F)F)nc12,4.43
O=[N+]([O-])c1c(Cl)c(Cl)cc2[nH]c(C(F)(F)F)nc12,3.5180000000000002
O=[N+]([O-])c1cc2[nH]c(C(F)(F)F)nc2c(Cl)c1Cl,3.737
CC(=O)Nc1ccc2[nH]c(C(F)(F)F)nc2c1,4.01
O=[N+]([O-])c1c(Cl)cc2[nH]c(C(F)(F)F)nc2c1Cl,3.9210000000000003
FC(F)(F)c1nc2c(Br)cc(Br)cc2[nH]1,4.76
FC(F)(F)c1ccc2[nH]c(C(F)(F)F)nc2c1,4.45
FC(F)(F)c1nc2cc(Br)c(Cl)cc2[nH]1,4.52
FC(F)(F)c1nc2c(Br)c(Cl)c(Cl)c(Br)c2[nH]1,5.08
CCc1ccc2[nH]c(C(F)(F)F)nc2c1,3.884
COC(=O)c1ccc2[nH]c(C(F)(F)F)nc2c1,4.039
NC(=O)c1ccc2[nH]c(C(F)(F)F)nc2c1,3.86
Oc1ccc2[nH]c(C(F)(F)F)nc2c1,3.693
NS(=O)(=O)c1ccc2[nH]c(C(F)(F)F)nc2c1,4.101
Fc1cc(F)c2nc(C(F)(F)F)[nH]c2c1,4.95
Fc1c(Cl)ccc2[nH]c(C(F)(F)F)nc12,4.62
Fc1cc(Cl)cc2[nH]c(C(F)(F)F)nc12,4.51
Fc1cc2nc(C(F)(F)F)[nH]c2cc1Cl,4.44
Fc1cc(Cl)c2nc(C(F)(F)F)[nH]c2c1,5.08
Fc1cc(Br)c2nc(C(F)(F)F)[nH]c2c1,4.7
FC(F)(F)c1nc2c(Br)cc(Cl)cc2[nH]1,4.62
FC(F)(F)c1nc2c(Cl)cc(I)cc2[nH]1,5.38
FC(F)(F)c1nc2c(I)cc(Cl)cc2[nH]1,4.159
COc1c(Cl)ccc2[nH]c(C(F)(F)F)nc12,4.9
Cc1c(Cl)ccc2[nH]c(C(F)(F)F)nc12,4.0280000000000005
Cc1ccc2[nH]c(C(F)(F)F)nc2c1Br,3.64
Cc1cc2nc(C(F)(F)F)[nH]c2cc1Br,3.5589999999999997
CC(C)(C)c1cc(Br)c2nc(C(F)(F)F)[nH]c2c1,3.3
N#Cc1cc(Cl)c2nc(C(F)(F)F)[nH]c2c1,5.01
N#Cc1cc(Cl)cc2[nH]c(C(F)(F)F)nc12,4.71
FC(F)(F)c1nc2c(C(F)(F)F)cc(Cl)cc2[nH]1,5.24
