smiles,ld50_zhu
CC(C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)[N+](=O)[O-],2.617
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,1.847
CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1.8319999999999999
CC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.4
CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.728
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,3.556
CCC(C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)[N+](=O)[O-],3.034
CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,1.6680000000000001
CCCCCCCCCc1cc(C)cc(Cc2cc(C)cc(CCCCCCCCC)c2O)c1O,1.163
CCCCSc1ccc(C(SCCN(C)C)c2ccccc2)cc1,1.976
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.667
CCOCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1.794
CCOP(=S)(OCC)SC(c1ccccc1)c1ccc(Cl)cc1,1.588
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,3.452
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,3.61
Clc1ccc(Cc2ccc(Cl)cc2)cc1,2.375
CN(C)C(=O)C(c1ccccc1)c1ccccc1,2.543
CN(C)CCOc1ccccc1Cc1ccccc1,2.483
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,1.84
N#CC(c1ccccc1)c1ccccc1,1.742
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,2.105
O=C(O)C(c1ccccc1)c1ccccc1,1.5830000000000002
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,2.8089999999999997
OC(c1ccccc1)c1ccccc1,1.5659999999999998
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,3.861
Oc1ccc(Cc2ccc(O)cc2)cc1,1.607
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,2.252
CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,1.692
O=C(O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.58
O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,1.435
Nc1ccc(Cc2ccc(N)cc2)cc1,2.5839999999999996
c1ccc(Cc2ccccc2)cc1,1.874
CCCC(c1cc(C)cc(C)c1O)c1cc(C)cc(C)c1O,1.734
NC(=O)C(c1ccccc1)c1ccccc1,2.5469999999999997
NC(=O)C(O)(c1ccccc1)c1ccccc1,2.166
Oc1ccc(Cl)cc1Cc1ccccc1,2.109
Cc1ccc(Cc2ccc(C)cc2)cc1,2.062
Cc1cc(C)c(Cc2cc(C)c(C)cc2C)cc1C,1.749
CSC(C)=NOC(=O)N(C)SN(C)C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)N(C)SN(C)C(=O)ON=C(C)SC)cc2)cc1,3.156
Clc1ccc(C(Cl)(Cl)c2ccc(Cl)cc2)cc1,3.26
CCOC(C(=O)O)(c1ccccc1)c1ccccc1,2.4090000000000003
Cc1ccccc1C(C)c1ccccc1,2.05
Cc1cccc(C(C)c2ccccc2)c1C,2.011
CC[N+](C)(C)CCC(C(N)=O)(c1ccccc1)c1ccccc1,2.363
O=C=Nc1ccc(Cc2ccc(N=C=O)cc2N=C=O)cc1,1.163
Cc1c(Cl)ccc(C(C)c2ccccc2)c1C,2.061
CC(c1ccccc1)c1ccccc1CCl,1.6909999999999998
Oc1c(Br)cc(Cl)cc1Cc1cc(Cl)cc(Br)c1O,2.062
CCOC(=O)C(C)(CC)Oc1ccc(Cc2ccc(Cl)cc2)cc1,1.5859999999999999
CCC(O)(c1ccccc1)c1cccc(C(F)(F)F)c1,2.0980000000000003
Cc1ccc(Cc2ccc(C)cc2)cc1,1.713
Oc1ccc(C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.995
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,1.933
Oc1c(Cl)c(Cl)cc(Cl)c1Cc1c(Cl)cc(Cl)c(Cl)c1O,3.609
O=C(Cl)C(c1ccccc1)c1ccccc1,1.5619999999999998
CC(C(N)=O)(c1ccccc1)c1ccc(N)cc1,2.177
