smiles,ld50_zhu
C=Cc1ccccn1,3.022
C=Cc1ccncc1,3.022
c1ccncc1,1.9480000000000002
C1CCNCC1,2.3280000000000003
CC(=O)Nc1ccncc1,2.485
CC(=O)NNC(=O)c1ccccn1,2.425
CC(C)NNC(=O)c1ccncc1,2.6910000000000003
CC(NC(=Nc1ccncc1)NC#N)C(C)(C)C,3.068
Cc1ccncc1C,2.199
Cc1ncc(COP(=O)(O)O)c(C=O)c1O,1.6219999999999999
Cc1ncc(CO)c(CO)c1O,1.626
Cc1cc(C)nc(C)c1,2.481
Cc1ccnc(C)c1,2.7289999999999996
Cc1ccnc(N)c1,2.733
Cc1ccc(N)nc1,2.733
Cc1cccc(C)n1,2.428
Cc1cccnc1,2.367
Cc1ccncc1,1.858
Cc1ccc(C)nc1,2.127
Cc1cnccc1N,2.385
C=Cc1ccc(C)nc1,2.009
Cc1ncc(CO)c(C(=O)O)c1O,1.3880000000000001
Cc1ccccn1,2.0709999999999997
CC1CCCCN1N=O,2.33
C=CC(=O)OCCc1ccc(CC)cn1,1.62
CCc1ccc(C)nc1,2.5180000000000002
C=Cc1ccc(CC)cn1,2.035
CCc1ccc(CCO)nc1,1.547
CCc1cc(C(N)=S)ccn1,2.1
CCC1CCC(C)NC1,2.372
CCCc1cc(C(N)=S)ccn1,1.97
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,3.0380000000000003
CCCS(=O)(=O)c1c(Cl)cnc(Cl)c1Cl,2.419
CCN(CC)N=Nc1cccnc1,2.929
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,3.6310000000000002
CCOP(=S)(OCC)Oc1cccc(F)n1,4.343999999999999
Clc1cccc(C(Cl)(Cl)Cl)n1,2.39
CN(N=O)c1cccnc1,4.137
CN(N=O)c1ccncc1,2.8360000000000003
CN(N=O)c1ccccn1,3.359
CNC(=O)OCc1cccc(COC(=O)NC)n1,2.314
CNCCc1ccccn1,1.348
COP(=O)(OC)Oc1nc(Cl)c(Cl)cc1Cl,2.5469999999999997
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,2.247
CS(=O)CC(=O)c1ccccn1,1.4469999999999998
N#Cc1cccnc1,1.944
NC(=O)c1cccnc1,1.5430000000000001
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,1.921
Nc1ccccn1,2.673
Nc1ccncc1,3.6510000000000002
NNC(=O)c1ccncc1,2.04
O=NN1CCCCC1,2.7560000000000002
O=C(O)c1nc(Cl)ccc1Cl,1.65
O=C(O)c1cccnc1,1.245
O=C(O)c1ccncc1,1.391
O=C(O)c1cccc(Cl)n1,1.859
O=C(O)COc1nc(Cl)c(Cl)cc1Cl,2.61
Oc1c(Cl)cnc(Cl)c1Cl,3.395
O=[N+]([O-])c1cnc(Cl)c([N+](=O)[O-])c1,3.61
O=CN1CCCCC1,2.106
O=C(NCCO[N+](=O)[O-])c1cccnc1,2.238
Cc1nc(C)c(Cl)c(O)c1Cl,1.028
OCCN1CCCCC1,1.936
Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,2.025
CC(C)OC(=O)c1cncc(C(=O)OC(C)C)c1,1.682
OCCc1ccccn1,1.113
OCCc1ccncc1,1.546
CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,3.3939999999999997
CCCOC(=O)c1ccc(C(=O)OCCC)nc1,1.682
CC1(C)CC(N)CC(C)(C)N1,2.237
CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl,1.8659999999999999
CC(=O)c1cccnc1,3.378
O=C(CF)Nc1ccccn1,4.285
Nc1ccc([N+](=O)[O-])c(Cl)n1,1.9880000000000002
COc1cc(C(Cl)(Cl)Cl)cc(Cl)n1,2.24
CCCCc1ccc(C(=O)O)nc1,2.572
CCN(Cc1ccncc1)N=O,3.616
O=NN(CCCl)C(=O)NCCS(=O)(=O)N1CCCCC1,3.417
Cc1ncc(CS)c(CO)c1O,2.154
CC(C)CC(CCN(C(C)C)C(C)C)(C(N)=O)c1ccccn1,2.463
COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)OC)c1CC(C)C,2.415
CCc1cnc(C(=O)O)c(C(=O)O)c1,1.765
CN(C)c1ccncc1,2.6889999999999996
CC(=O)c1ccccn1,1.725
Clc1nc(C(Cl)(Cl)Cl)c(Cl)c(Cl)c1Cl,2.259
CC(=O)Nc1ccc([N+](=O)[O-])c(Cl)n1,2.046
Cc1cccnc1N,3.034
C=C(C)C(=O)OCCN1CCCCC1,1.7469999999999999
CN(C)N=Nc1cccnc1,2.972
CCN(Cc1ccc(Cl)nc1)C(=C[N+](=O)[O-])NC,2.235
CC(C)(C)NC(=NC#N)Nc1cccnc1,2.8930000000000002
CCC(C)(C)NC(=NC#N)Nc1cccnc1,4.218
CC(C)(C)CNC(=S)Nc1cccnc1,2.6860000000000004
Clc1nc(Cl)c(Cl)c(Cl)c1Cl,2.762
CCc1ccc(OCC=C(C)CCC=C(C)C)cn1,2.511
