smiles,ld50_zhu
CC(C)Nc1ccc(Nc2ccccc2)cc1,2.497
Cc1cccc(Nc2ccccc2C(=O)O)c1C,2.513
CCN(CC)CCSC(=O)N(c1ccccc1)c1ccccc1,2.948
COc1ccc(Nc2ccc(OC)cc2)cc1,1.9680000000000002
Nc1ccc(Nc2ccccc2)cc1,2.5989999999999998
O=NN(c1ccccc1)c1ccccc1,1.899
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,3.053
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,3.676
O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1,3.102
O=[N+]([O-])c1ccc(Nc2ccccc2)c(S(=O)(=O)O)c1,2.126
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2cc(C(F)(F)F)ccc2Cl)c(C(F)(F)F)c1,3.66
CN(c1c(Br)cc(Br)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,5.461
O=NN(c1cccc(C(F)(F)F)c1)c1ccccc1C(=O)O,2.537
O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,3.216
CC(C)CCC(C)Nc1ccc(Nc2ccccc2)cc1,2.129
CCCCOC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1,2.82
O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,2.339
O=C(O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl,2.6060000000000003
O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cc(O)cc1Cl,2.516
CCOCOC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,3.062
O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c([N+](=O)[O-])c1,1.246
Oc1ccc(Nc2ccccc2)cc1,1.749
c1ccc(Nc2ccccc2)cc1,2.1790000000000003
O=C(O)c1ccccc1Nc1cccc(Cl)c1CO,2.063
Cc1c(Nc2ccccc2C(=O)O)ccc(O)c1Cl,2.177
CN(c1ccc(Cl)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,5.004
CN(c1ccc(Cl)cc1Cl)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,4.96
CN(c1ccc(F)cc1F)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,3.179
O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,3.435
Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,3.0660000000000003
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,3.472
CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,1.875
CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],5.307
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2c(Br)cc(Br)cc2Br)c(C(F)(F)F)c1,5.105
