smiles,ld50_zhu
C=CC1CC=CCC1,1.625
C=C(C)C1CC=C(C)C(O)C1,1.705
C=C(C)C1CC=C(C)CC1,1.4909999999999999
C=C(C)C1CC=C(CO)CC1,1.86
CC(=O)C=CC1=C(C)CCCC1(C)C,1.6219999999999999
CC(=O)C=CC1C(C)=CCCC1(C)C,1.6219999999999999
CC1=CCC(O)(C(C)C)CC1,2.074
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,2.156
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,2.185
CC(O)C1CC=CCC1,1.952
CC1(C(=O)O)CC=CCC1,1.8159999999999998
CC1CC=CCC1C=O,1.341
CC1CC=C(C(C)C)CC1,0.818
ClC1=CC(Cl)C(Cl)C(Cl)C1Cl,1.939
COC(=O)C1=C(C(=O)OC)CCCC1,2.452
N#CC1CC=CCC1,2.367
O=C=NCCOC(=O)C1CC=CCC1C(=O)OCCN=C=O,1.472
O=CC1=CCCCC1,2.021
O=CC1CC=CCC1,1.651
O=C(O)C1CC=CCC1,1.4709999999999999
CC=CC(=O)C1=C(C)CCCC1(C)C,1.819
OCC(O)C1CC=CCC1,2.124
NC(=S)C1CC=CCC1,3.451
CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,1.8219999999999998
CC(=O)OC(C)(C)C1CC=C(C)CC1,1.587
CC(=O)C=CC1C(C)C=C(C)CC1C,1.568
CC1=CCC(C(C)(C)O)CC1,1.475
C=C(C)C1CC=C(C=NO)CC1,1.82
C1=CCCCC1,1.625
CC(C)(O)CCCC1=CCC(C=O)CC1,1.8130000000000002
CC(C)=CCCC1=CCC(C=O)CC1,1.44
Cl[Si](Cl)(Cl)C1CC=CCC1,1.882
CC1=C(C(C)C)CCCC1,1.2830000000000001
CCCCC(CC)COC(=O)C1=C(C(=O)OCC(CC)CCCC)CCCC1,0.539
CNC(=O)OC(C)(C)C1CC=C(C)CC1,2.6260000000000003
COP(=S)(OC)OC(C)(C)C1CC=C(C)CC1,3.0469999999999997
OCC1(CO)CC=CCC1,1.91
