smiles,ld50_zhu
CCCCN1CC(C)CN=C1C(OCC)c1ccccc1,2.5180000000000002
CCCCOC(C1=NCCCN1)c1ccccc1,2.9
CCOC(C1=NCC(C)(C)CN1)c1ccccc1,2.45
CCOC(C1=NCC(C)(CC)CN1)c1cccc(Cl)c1,3.525
CCOC(C1=NCC(C)(CC)CN1)c1ccccc1,3.073
CCOC(C1=NCC(CC)(CC)CN1)c1ccc(Cl)cc1,2.9160000000000004
CCOC(C1=NCC(CC)(CC)CN1)c1cccc(Cl)c1,3.448
CCOC(C1=NCC(CC)(CC)CN1)c1ccccc1,3.04
CCOC(C1=NCC(OC)CN1)c1ccccc1,2.4530000000000003
CCOC(C1=NCCCN1)c1ccccc1,2.1519999999999997
CCOC(CC)(C1=NCC(C)(C)CN1)c1ccc(Cl)cc1,3.7260000000000004
CCOC(C1=NCC(C)(C)CN1)c1cccc(Cl)c1,3.471
CCOC(C1=NCC(C)(C)CN1)c1ccc(OC)c(F)c1,2.964
CCOC(C1=NCC(C)(CC)CN1)c1cccc(F)c1,3.227
CCOC(C1=NCCCN1)c1cccc(Cl)c1,2.5610000000000004
CCOC(C1=NCC(C)CN1)c1ccc(Cl)cc1,2.551
CCOC(C1=NCC(C)(C)CN1)c1ccc(OC)cc1,2.6460000000000004
CCOC(C1=NCCCN1)c1ccc(Cl)cc1,2.461
CCOC(C1=NCCCN1)c1c(Cl)cccc1Cl,2.662
CCOC(C1=NCCCN1)c1cccc(F)c1,2.373
CCOC(C1=NCCCN1)c1ccc(Cl)c(Cl)c1,2.89
CCCOC(C1=NCCCN1)c1ccccc1,2.57
CCCCN1CCCN=C1C(OCC)c1ccccc1,3.096
CCOC(C1=NCC(C)(CC)CN1)c1ccc(Cl)cc1,3.428
CCOC(C1=NCC(C)(C)CN1)c1ccccc1Cl,2.957
CCOC(C1=NCC(C)(C)CN1)c1ccc(C(C)C)cc1,3.1180000000000003
CCOC(C1=NCC(C)(C)CN1)c1cccc(F)c1,2.5469999999999997
CCOC(C1=NCC(O)CN1)c1ccccc1,2.127
CCOC(CC)(C1=NCCCN1)c1ccccc1,2.516
CCOC(C1=NCC(C)(C)CN1)c1ccc(Cl)cc1,3.17
