smiles,ld50_zhu
S=C=Nc1ccc(Br)cc1,2.7289999999999996
Brc1ccccc1,1.765
C=CC(=O)OCCOc1ccccc1,1.569
C=CC=NNc1ccccc1,2.32
C=Cc1ccccc1,1.319
C=CCOC(=O)c1ccccc1C(=O)OCC=C,2.505
C=CCOC(=O)Cc1ccccc1,2.4330000000000003
C=CCOC(=O)CC1CCCCC1,2.306
C=CCOC(=O)CCC1CCCCC1,2.526
C=COC(=O)c1ccccc1,1.659
c1ccccc1,1.3730000000000002
C1CCCCC1,0.821
C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,2.1069999999999998
C=C(C)c1ccccc1,1.382
CC(=O)c1ccc(C)cc1,1.982
CC(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,2.465
CC(=O)c1ccc(N)cc1,2.55
CC(=O)c1ccc(O)cc1O,1.73
CC(=O)c1cccc([N+](=O)[O-])c1,1.706
CC(=O)c1cccc(N)c1,1.859
CC(=O)c1ccccc1,2.169
CC(=O)c1ccccc1Cl,1.929
CC(=O)c1ccccc1[N+](=O)[O-],2.0140000000000002
CC(=O)CC(=O)Nc1ccccc1,1.581
CC(=O)CCc1ccc(O)cc1,2.095
CC(=O)CCc1ccc(OC(C)=O)cc1,1.8319999999999999
CC(=O)CCc1ccccc1,1.666
CC(=O)CNC(C)(C)Cc1ccc(Cl)cc1,2.9819999999999998
CC(=O)NC(=O)c1ccccc1O,1.952
CC(=O)Nc1ccc(C)c(NS(=O)(=O)C(F)(F)F)c1,2.06
CC(=O)Nc1ccc(C(=O)CCl)cc1,1.993
CC(=O)Nc1ccc(O)cc1,1.7990000000000002
CC(=O)Nc1ccccc1,2.228
CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl,1.595
CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],3.8480000000000003
CC(=O)Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(C)(C)C,3.658
CC(=O)Oc1ccccc1C(N)=O,1.9980000000000002
CC(=O)Oc1ccccc1C=CC(=O)O,1.8159999999999998
CC(=O)Oc1ccc(C)cc1,1.8980000000000001
CC(=O)Oc1ccccc1,1.922
CC(=O)OC1CCC(C(C)(C)C)CC1,1.598
CC(=O)OC1CCCCC1,1.325
CC(=O)OCc1ccccc1,1.78
CC(=O)OCCc1ccccc1,1.651
CC(=O)OCCC1CCCCC1,1.726
CC(=S)Nc1ccccc1,1.7590000000000001
C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,2.121
CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,3.002
CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.588
CC(C)(C)c1ccc(O)c(O)c1,1.77
CC(C)(C)c1ccc(C(=O)O)cc1,2.406
CC(C)(C)c1ccc(O)cc1,1.7069999999999999
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,2.559
CC(C)(C)OOC(=O)c1ccccc1,2.283
CC1(N)CCC(C(C)(C)N)CC1,2.384
CC(C)(N)Cc1ccc(Cl)cc1,2.866
