logp,smiles
0.693061299,NC1=CC=C(N2C=CC=N2)C(F)=C1
0.992444971,NC1=C(C(F)F)N(C2=CC=CC=C2)N=C1
1.295657745,NC1=CC(Cl)=C(Cl)C=C1N1C=CC=N1
1.2096834159999998,CCC1=C(N)C=NN1C1=CC=C(C)C=C1
-1.286868515,C=C[C@H](C)[NH2+]CC1=NN(C2=CC=CC=C2)C=C1
0.814486678,CC1=NN(C2=CC=CC=C2)C=C1/C=N\O
0.599719757,CC[C@@H](CC1=CN(C2=CC=CC=C2)N=C1)[C@H](C)O
1.689562826,COC1=CC=C(N2N=CC(CCl)=C2C)C=C1
0.990162526,CC1=NN(C2=CC=CC=C2)C=C1C#N
1.8129816580000002,C=CC1=C(C)N(C2=CC=CC=C2)N=C1C
-1.009676386,CCSC[C@H](C)[NH2+]CC1=CC=CC(N2C=CC=N2)=C1
1.264176138,CC1=CC(C)=CC(N2N=CC(Br)=C2N)=C1
-0.24324648399999999,CC1=CC(C)=NN1C1=CC=CC(CC[NH3+])=C1
-0.27573425100000004,CCC1=C(C[NH3+])C=NN1C1=CC=CC(C)=C1
-1.029272693,CC[NH2+][C@@H](C)C1=CC=CC(N2C=C(C)C=N2)=C1
-1.516549174,C/[NH+]=C(/N)SCC1=CC=C(N2C=CC=N2)C=C1
0.706976637,CC(=O)N[C@@H](C)C1=CC=C(N2C=CC=N2)C=C1
1.673224639,CC(C)C1=NN(C2=CC=CC=C2)C(N)=C1Br
1.821709309,CCC1=C(CBr)C=NN1C1=CC=C(OC)C=C1
0.580745706,NC1=C([N+](=O)[O-])C=NN1C1=CC=CC=C1
1.4518814569999998,CCCSC1=C(N)N(C2=CC=C(F)C=C2)N=C1
-1.862597485,C[C@H](CO)[C@H](C)[NH2+]CC1=NN(C2=CC=CC=C2)C=C1
1.45504008,CCSC1=C(N)N(C2=CC=CC(Cl)=C2)N=C1
1.0892461409999998,CCSC1=C(N)N(C2=CC=CC=C2F)N=C1
-0.6895784559999999,C[NH2+][C@@H](C)C1=CC=C(N2N=C(C)C=C2C)C=C1
1.463026093,CCN(CC)C(=O)C1=CC=C(N2C=CC=N2)C=C1
-0.769778977,C[NH2+][C@H](C)C1=CC=CC(N2C=C(Cl)C(C)=N2)=C1
1.081966818,CC1=CC=C(N2C=C(C=O)C=N2)C=C1C
1.6829865519999998,CC(C)C1=NN(C2=CC=CC(Cl)=C2)C(N)=C1
-2.33055421,C[C@H]([NH2+]CC1=CC=C(N2C=CC=N2)C=C1)C(N)=O
1.281128181,CC1=CC=CC=C1N1C=C(C(=O)Cl)C=N1
1.192858936,CC1=CC(F)=CC=C1N1N=CC(Br)=C1N
-2.0786912269999998,CS[C@H](CO)[C@@H](C)[NH2+]CC1=NN(C2=CC=CC=C2)C=C1
-0.116232688,CCCC1=C(C[NH2+]C)C=NN1C1=CC=CC(Br)=C1
1.238168369,CC(C)C1=C(CO)C=NN1C1=CC=CC(F)=C1
0.556999456,N#CC1=C(Cl)N(C2=CC=C(N)C=C2)N=C1
1.316241421,CCC1=NN(C2=CC=C(Cl)C(F)=C2)C(S)=C1
0.880390448,COC1=CC=CC=C1N1N=CC(N)=C1C(F)F
-1.074782345,[NH3+]CCOCC(=O)NC1=CC=CC(N2C=CC=N2)=C1
-0.236992647,C[NH2+]CC1=C(C(C)C)N(C2=CC=CC(C)=C2)N=C1
0.5553211720000001,CC1=NN(C2=CC=C(Cl)C=C2)C(C)=C1CCC[NH3+]
-1.125627515,C=CCC[C@@H](C)[NH+](C)CC1=CN(C2=CC=CC=C2)N=C1
0.33279409,CCC[NH2+]CC1=C(CCC)N(C2=CC=C(Cl)C=C2)N=C1
-0.403055567,C[NH2+]CC1=C(C(C)C)N(C2=CC=CC(F)=C2)N=C1
-1.4796720019999998,CC(C)[C@](C)(O)C[NH2+]CC1=CC=CC=C1N1C=CC=N1
-0.824347009,CC1=CN(C2=CC=CC=C2OCC(=O)[O-])N=C1
-0.42705290799999995,CCC[C@H](CC1=NN(C2=CC=CC=C2)C=C1)C(=O)[O-]
-0.007192397,CC1=C(Br)C(C(=O)[O-])=NN1C1=CC=CC=C1
0.99313052,CCOCCN(C)C(=O)C1=CC=C(N2C=CC=N2)C=C1
1.152567635,CC(C)/C(C=O)=C\C1=CC=C(N2C=CC=N2)C=C1
1.511683295,CC1=CC(C)=CC(N2N=CC(SC(C)C)=C2N)=C1
-1.782191667,C[C@H](CO)[C@H](C)[NH2+]CC1=CN(C2=CC=C(F)C=C2)N=C1
0.019869478,CC1=NN(C2=CC=C(Br)C=C2)C(C)=C1C[C@H](C)[NH3+]
1.207294399,CC1=CC=CC=C1N1N=C(N)C=C1C(F)(F)F
0.087348243,CC[NH2+]CCC1=C(C)N(C2=CC=C(Br)C=C2)N=C1C
1.0327409029999999,NC1=NN(C2=CC=CC=C2F)C(C(F)(F)F)=C1
1.593513311,CC1=CC=CC=C1N1N=CC(C(=O)Cl)=C1C
-0.801177047,COCC[NH2+]C/C(C)=C/C1=CN(C2=CC=CC=C2)N=C1
1.68531271,CCCCOC1=C(C=O)C(C)=NN1C1=CC=CC=C1
-1.340450549,C=CC[NH2+]CC(=O)NC1=CC=CC=C1N1C=CC=N1
1.787999797,CC(C)C1=NN(C2=CC=CC=C2Cl)C(N)=C1I
-0.117021326,CCCC1=C(C[NH3+])C=NN1C1=CC=C(F)C=C1F
0.38993731299999995,CC[C@@H](CCO)CNC(=O)C1=CC=C(N2C=CC=N2)C=C1
0.840471203,CC[C@@H](SC)C(=O)OCC1=NN(C2=CC=CC=C2)C=C1
0.557917612,CCONC(=O)C1=NN(C2=CC=CC=C2)C=C1OC
-0.165571344,CC[NH2+]CC1=C(C(F)F)N(C2=CC=CC(Cl)=C2)N=C1
-0.169453117,CCCC1=C(C[NH2+]C)C=NN1C1=CC(C)=CC=C1C
2.291321708,CC1=CC=C(C)C(N2N=CC(CCl)=C2C(C)C)=C1
0.529666459,CCCC1=C(C[NH2+]CC(C)C)C=NN1C1=CC=C(Br)C=C1
-0.06925696099999999,C[NH2+]CC1=C(C(F)(F)F)N(C2=CC=C(Cl)C=C2)N=C1
0.08225737799999999,CCC1=C(C[NH2+]CC(C)C)C=NN1C1=CC=CC=C1Br
1.3369095359999998,COCCCOC(=O)C1=CC=C(N2C=C(C)C=N2)C=C1
-0.11520361400000001,CC1=CC=C(C)C(N2N=CC(C[NH3+])=C2C(F)F)=C1
2.7951687439999997,CC(C)C1=C(CCl)C=NN1C1=CC=C(Cl)C(Cl)=C1
0.6924786470000001,CC(C)C1=C(C[NH3+])C=NN1C1=CC=C(Cl)C=C1Cl
-0.716150799,CSCCC[NH+](C)CC1=C(C)N(C2=CC=CC=C2)N=C1C
1.428814416,CC1=NN(C2=CC=C(F)C=C2)C(NC(=O)CCl)=C1
