logp,smiles
3.005530709,O=C(NCC1=CC=C(F)C=C1)NC1=CC=C(Br)C=C1
2.701616542,CCOC1=CC=CC=C1NC(=O)NCC1=CC=CC=C1
2.987756291,CN(CC1=CC=CC(Cl)=C1)C(=O)NC1=CC=CC=C1
0.79884128,CN(CC1=CC=CC(C[NH3+])=C1)C(=O)NC1=CC=CC=C1
2.637572586,COC1=CC=CC(NC(=O)NCC2=CC=C(C)C=C2)=C1
2.8891557060000004,CSC1=CC=CC(NC(=O)NCC2=CC=C(C)C=C2)=C1
2.445712881,COC1=CC=C(CNC(=O)NC2=CC=CC=C2)C=C1F
2.84468301,O=C(NCC1=CC=CC=C1F)NC1=CC=CC(Cl)=C1
2.445090559,COC1=CC=C(NC(=O)N[C@H](C)C2=CC=C(C)C=C2)C=C1
2.225746974,CCC1=CC=CC=C1NC(=O)N(CCO)CC1=CC=CC=C1
1.231723146,O=C(NC1=CC(F)=CC(F)=C1)N[C@H](CO)C1=CC=CC=C1
2.9506291030000003,CN(CC1=CC=CC=C1Br)C(=O)NC1=CC=C(F)C=C1
2.139397345,O=C(NC1=CC=CC=C1Cl)N[C@H](CCCO)C1=CC=CC=C1
2.64969233,CC1=CC(NC(=O)NCC2=CC=C(F)C=C2)=CC=C1F
2.600575241,CC1=C(F)C=CC=C1NC(=O)NCC1=CC=C(F)C=C1
2.978338967,O=C(NCC1=CC=CC=C1)NC1=CC=CC(C(F)(F)F)=C1
2.880405014,CC1=CC=CC(NC(=O)NCC2=CC=C(F)C=C2)=C1Cl
3.2592156969999997,CCCOC1=CC=C(CNC(=O)NC2=CC=CC=C2Cl)C=C1
2.566054002,COC1=CC=C([C@H](C)NC(=O)NC2=CC=CC=C2)C=C1Br
2.894060218,O=C(NCC1=CC=C(Br)C=C1)NC1=CC=C(F)C=C1F
3.243519785,CN(CC1=CC=CC=C1Br)C(=O)NC1=CC=CC(Cl)=C1
1.3569524590000002,O=C(NC1=CC=C(F)C(F)=C1)N[C@@H](CO)C1=CC=CC=C1
2.031343807,C[C@H](NC(=O)NC1=CC=C([N+](=O)[O-])C=C1)C1=CC=CC=C1
2.9448734610000002,COC1=CC=C(CNC(=O)NC2=CC=CC(Cl)=C2C)C=C1
2.60697627,COC1=CC=C(CNC(=O)NC2=CC=C(C)C(F)=C2)C=C1
3.312708966,CC1=CC=CC(NC(=O)NCC2=CC=C(Cl)C=C2Cl)=C1
1.869493284,O=C(NCC1=CC=C(CO)C(F)=C1)NC1=CC=C(F)C=C1
3.124216003,CCOC1=CC=C(NC(=O)N(C)CC2=CC=CC=C2)C=C1Cl
2.875659034,COC1=CC=C(CNC(=O)NC2=CC=C(SC(F)F)C=C2)C=C1
1.903841775,CSC1=CC=CC=C1NC(=O)N[C@@H](CO)C1=CC=C(Cl)C=C1
2.892430596,CCC1=CC=CC(C)=C1NC(=O)NCC1=CC=CC=C1C
2.766661581,COC1=CC=C(NC(=O)NCC2=CC=C(COC(C)C)C=C2)C=C1
2.0864833330000003,CN(C)C(=O)C1=CC=C(CNC(=O)NC2=CC=CC=C2)C=C1
0.033749101000000004,C[C@@H](C1=CC=CC=C1)N(C)C(=O)NC1=CC=CC(C[NH+](C)C)=C1
2.425138628,CC1=CC=C(NC(=O)N[C@@H](C)C2=CC=C(F)C(F)=C2)C=C1
2.6927263139999997,CCC1=CC=C(NC(=O)NCC2=CC=C(OC)C(F)=C2)C=C1
0.278355866,C[NH+](C)CC1=CC=CC(CNC(=O)NC2=CC=CC(I)=C2)=C1
1.8612746480000002,CCOCC1=CC=CC=C1NC(=O)NCC1=CC=CC=C1CO
2.436168823,CC[C@@H](C)OC1=CC=CC(NC(=O)NCC2=CC=C(F)C=C2)=C1
2.353118597,CC1=CC(Cl)=CC=C1NC(=O)NCC1=CC=CC=C1CO
2.783269766,COCCN(CC1=CC=C(OC)C=C1)C(=O)NC1=CC=C(Cl)C=C1
1.922727661,O=C(NC1=CC(F)=CC(Cl)=C1)N[C@H](CO)C1=CC=C(Cl)C=C1
1.233986175,COC1=CC=C(NC(=O)N[C@H](CO)C2=CC=CC=C2)C=C1OC
2.735277654,CCC1=CC=CC=C1CNC(=O)NC1=CC=C(OC)C=C1C
2.9614569060000004,O=C(NCC1=CC=C(F)C=C1)NC1=CC=CC(C(F)(F)F)=C1
3.1793267989999996,CC1=CC=C(NC(=O)N(C)CC2=CC=CC=C2Br)C(C)=C1
0.33573916200000004,CN(CC1=CC=C(C[NH+](C)C)C=C1)C(=O)NC1=CC=CC=C1F
1.009067982,O=C(NCC1=CC=C(C(=O)[O-])C=C1)NC1=CC=CC=C1Br
2.581244258,CC1=C(F)C=CC=C1NC(=O)N(C)CC1=CC=CC=C1F
1.816272823,COC1=CC=C(C)C=C1NC(=O)N[C@H](CCCO)C1=CC=CC=C1
1.56138424,C[S@@](=O)C1=CC=C(NC(=O)NCC2=CC=CC=C2Cl)C=C1
2.308786552,COCC1=CC=C(CNC(=O)NC2=CC(F)=CC=C2OC)C=C1
0.14834873099999998,C[NH+](C)CCOC1=CC=C(CNC(=O)NC2=CC=CC=C2F)C=C1
3.047364987,CC1=CC=C(Cl)C=C1NC(=O)N(C)CC1=CC=CC=C1F
2.378842971,COCCOC1=CC=CC(NC(=O)N[C@H](C)C2=CC=C(Cl)C=C2)=C1
2.921884315,CCC1=CC=CC(CC)=C1NC(=O)N(C)CC1=CC=CC=C1F
2.196516547,COC1=CC=CC=C1CN(CCO)C(=O)NC1=CC=CC(Cl)=C1
2.343495802,CC1=CC(C)=CC(NC(=O)NCC2=CC=C(C#N)C=C2)=C1
2.4614776959999998,N#CC1=CC=CC(CNC(=O)NC2=CC=CC(Cl)=C2)=C1
2.643096302,COCC1=CC=CC(NC(=O)NCC2=CC(Br)=CC=C2F)=C1
2.8870706889999997,COC1=CC=CC(CNC(=O)NC2=CC(Cl)=CC=C2SC)=C1
2.591994445,CCC1=CC=C([C@H](C)NC(=O)NC2=CC=C(OC)C(C)=C2)C=C1
2.877057718,CC1=CC=C(C)C(NC(=O)NCC2=CC=C(C)C(F)=C2)=C1
2.436041669,CCC1=CC=CC(C)=C1NC(=O)N(C)CC1=CC=CC=C1O
2.491863075,CCOC1=CC=CC=C1CN(C)C(=O)NC1=CC=C(N(C)C)C=C1
2.458973261,COCCN(CC1=CC=CC=C1)C(=O)NC1=CC=C(C(C)=O)C=C1
1.492599548,CC(C)[C@@H](NC(=O)NC1=CC=C([S@@](C)=O)C=C1)C1=CC=CC=C1
2.882484167,COC1=CC=C(CNC(=O)NC2=CC=CC(C(F)(F)F)=C2)C=C1
