logp,smiles
-0.42808761700000003,F[C@H]1CCCC[C@@H]1Br
0.791309313,CC[C@@H]1CCC[C@H](CBr)C1
-2.842170841,C[NH+](CCCl)C1CCCCC1
-2.7727873169999997,CC[NH2+][C@H]1CCC[C@H](OCC)C1
-2.868360519,CC[NH2+][C@H]1CCC[C@@H](COC)C1
1.154894535,CC[C@H](Cl)C1CCC(C)CC1
-0.9542795909999999,CC[NH2+]CCC1CCC(C)CC1
-0.061056800999999994,CCC[C@H]1CC[C@@H](C)C[C@@H]1O
-1.3937562319999999,CC[C@@H](C)C1([NH3+])CCCCC1
-1.1854604340000001,C[C@H]1CC[C@@H](O)[C@H](CCO)C1
1.462391394,CCC1CCC([C@H](Cl)CC)CC1
-0.9309645740000001,CCC[C@@H](C)[NH2+]CC1CCCCC1
-1.703043481,CCCO[C@@H]1CCCC[C@H]1C[NH3+]
0.653685372,CCC(CC)[C@@H]1CCC[C@@H](Cl)C1
-0.574454817,C[C@H]1CC[C@H](C)[C@H]([C@@H](C)O)C1
0.035287597000000004,C[C@@H]1CC[C@H]([C@@H](C)Cl)[C@H](C)C1
-1.9651117630000001,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1[NH3+]
-0.198056035,CC(C)CO[C@@H]1CCC[C@H](O)C1
-2.073684246,CC(C)OC[C@@H]1CCC[C@H]([NH3+])C1
-2.3241345509999998,CC[C@@H](C)N[C@@H]1CCCC[C@@H]1[NH3+]
1.647709935,CCOC(=O)C1CCCCC1
1.714803439,COC1CCC(C(C)(C)C)CC1
-1.148713534,CCCCCO[C@H]1CCCC[C@@H]1[NH3+]
0.26054040100000003,C[C@H]1CCC[C@@H](/C=C/CCl)C1
-2.144374541,CC[NH2+][C@H]1CCC[C@@H]([C@H](C)CC)C1
-2.175121716,[NH3+][C@H]1CCC[C@H](C(F)(F)F)C1
-2.322784605,C=CCCO[C@@H]1CCC[C@@H]([NH3+])C1
-0.868047967,CCCCCCO[C@@H]1CCC[C@@H]([NH3+])C1
1.6478001869999999,CCCC(=O)NC1CCCCC1
-5.231192716,C[NH+](C)CCS[C@H]1CCC[C@@H]([NH3+])C1
-2.77880784,CC1CCC([NH2+][C@@H](C)[C@H](C)O)CC1
-2.8392342010000005,COC[C@@H](C)O[C@H]1CCC[C@H]([NH3+])C1
-1.9627605680000002,CC1CCC([C@@H](O)[C@@H](C)C[NH3+])CC1
0.71936692,CCONC(=O)C1CCCCC1
-2.210412191,C[NH2+][C@H](C1CCCCC1)C(OC)OC
-2.01369738,CCS[C@@H]1CCCC(C)(C)[C@H]1[NH3+]
-1.306561835,C[NH2+]C/C(C)=C/C1CCCCC1
0.363147115,CC[C@H](CS)CS[C@@H]1CCC[C@H](C)C1
-0.161723963,O[C@@H]1CCCC[C@@H]1CC(F)(F)F
-2.7582715639999997,C[NH2+][C@H]1[C@H](SC)CCCC1(C)C
-4.693276698,C[C@@H]1CCC[C@@H]([C@H]([NH3+])C[NH+](C)C)C1
0.502119901,CCC1CCC(O)([C@H](C)CC)CC1
-2.118845612,CC[NH2+][C@H]1CCCC[C@H]1COC(C)C
0.660189479,CCC1CCC([C@H](CC)[C@H](C)O)CC1
-2.050458679,CC[NH2+][C@@H](CC)C1[C@@H](C)CCC[C@H]1C
-2.14027292,CC1CCC([C@@H](C)[NH3+])(N(C)C)CC1
-1.270253072,CCCC(CCC)[NH2+]C1CCC(O)CC1
-1.13649986,COC[C@]1(O)CC[C@@H](C)C[C@H]1C
0.344876771,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OCCl
-4.154577535,CCCCC[NH+](C)[C@@H]1CCCC[C@@H]1[NH3+]
