smiles,-logKd/Ki
[NH3+]C(CF)(Cc1c[nH]c2ccccc12)C(=O)[O-],0.75
O=C([O-])c1c[nH]c2ccccc12,2.27
O=C([O-])CCc1c[nH]c2ccccc12,2.59
Oc1ccc2[nH]ccc2c1,2.68
Cc1ccc2[nH]ccc2c1,2.68
Fc1ccc2[nH]ccc2c1,2.7
Oc1ccc2[nH]ccc2c1,2.7
Clc1ccc2[nH]ccc2c1,2.82
COC(=O)c1cccc2[nH]ccc12,2.89
COc1ccc2[nH]ccc2c1,2.96
COc1ccc2[nH]ccc2c1,2.96
Cc1[nH]c2cc(Cl)cc(Cl)c2c1CC[NH3+],2.96
[NH3+]CCc1c[nH]c2ccc(O)cc12,3.03
[NH3+]CCc1c[nH]c2ccccc12,3.06
[NH3+]CCc1c[nH]c2ccccc12,3.06
O=C([O-])CCCc1c[nH]c2ccccc12,3.11
[NH3+]CCc1c[nH]c2ccc(O)cc12,3.16
Cc1ccc2cc(C(=O)[O-])[nH]c2c1,3.2
COC(=O)C([NH3+])Cc1c[nH]c2ccccc12,3.24
O=C([O-])Cc1c[nH]c2ccc(Br)cc12,3.3
c1ccc2[nH]ccc2c1,3.54
COc1ccc2[nH]c(C(=O)NS(C)(=O)=O)cc2c1,3.68
[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)[O-],4.19
CC(C)CC(NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(NC(=O)C(CC(=O)[O-])NC(=O)C(CCC(N)=O)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C([NH3+])CCCNC(N)=[NH2+])C(C)O)C(=O)[O-],4.25
CCC(C)C(NC(=O)C(CO)NC(=O)C[NH3+])C(=O)NC(C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[NH3+])C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)[O-])C(C)CC,4.31
CSCCC(NC(=O)C(CO)NC(=O)CNC(=O)C(C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(N)=O)NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)[O-])NC(=O)C(CCCC[NH3+])NC(=O)C(CCSC)NC(=O)C(CC(=O)[O-])NC(=O)C(CC(=O)[O-])NC(=O)C(CC(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C([NH3+])CCCC[NH3+])C(=O)[O-],4.32
CC(C)CC(NC(=O)C(C)NC(=O)C(CCC(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C([NH3+])CC(=O)[O-])C(=O)NC(CCCC[NH3+])C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C(=O)NC(CO)C(=O)[O-])C(C)C,4.36
CCC(C)C(NC(=O)C(CC(=O)[O-])NC(=O)C(CC(=O)[O-])NC(=O)C(CC(=O)[O-])NC(=O)C([NH3+])CCC(=O)[O-])C(=O)NC(CCCC[NH3+])C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C)C(=O)NC(C(=O)[O-])C(C)O,4.39
CCC(C)C(NC(=O)C(NC(=O)C(CO)NC(=O)C(NC(=O)C(CCCCNC(C)=O)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(C)[NH3+])C(C)O)C(C)CC)C(=O)[O-],4.49
[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)[O-],4.52
O=C([O-])Cc1c[nH]c2ccc(O)cc12,4.55
CCC(C)C(NC(=O)C(CC(N)=O)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C([NH3+])CC(N)=O)C(=O)[O-],4.6
CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(=O)NO)CC(C)C,4.65
[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)[O-],4.68
[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)[O-],4.71
CC(C)CC([NH3+])C(=O)NC(CS)C(=O)NC(CO)C(=O)NC(CC(=O)[O-])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NCC(=O)NC(CS)C(=O)NC(CCC(=O)[O-])C(=O)NC(CC(N)=O)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CS)C(=O)NC(CCCC[NH3+])C(N)=O,4.75
CC(C)CC(NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(NC(=O)C(CC(=O)[O-])NC(=O)C(CCC(N)=O)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(C)[NH3+])C(C)O)C(=O)[O-],4.79
Cc1ccc2[nH]c(C(=O)[O-])cc2c1,4.8
CCC(C)C(NC(=O)C(NC(=O)C(CO)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C([NH3+])CO)C(C)O)C(C)CC)C(=O)[O-],4.83
O=C([O-])C(=O)Nc1cc2[nH]ccc2cc1C(=O)[O-],4.85
[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)[O-],4.89
[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)[O-],5.12
O=C([O-])CCc1c[nH]c2ccccc12,5.14
CCC(C)C(NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C([NH3+])CC(=O)[O-])C(=O)[O-],5.19
O=C([O-])Cc1c(C(=O)[O-])[nH]c2c(Cl)cc(Cl)cc12,5.22
[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)[O-],5.32
[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)[O-],5.32
[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)[O-],5.33
O=C([O-])c1ccc2cc[nH]c2c1,5.39
CCC(C)C(NC(=O)C(CCCC[NH3+])NC(=O)C(CC(N)=O)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(=O)[O-])NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C([NH3+])C(C)O)C(C)CC)C(=O)NC(C)C(=O)[O-],5.54
O=C([O-])CCc1c(C(=O)[O-])[nH]c2cc(Cl)cc(Cl)c12,5.6
CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(=O)NO)CC(C)C,5.68
O=C([O-])Cc1c(C(=O)[O-])[nH]c2c(Cl)ccc(Cl)c12,5.7
CC(C)CC(NC(=O)C[NH3+])C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(=O)[O-])C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)[O-])C(C)O,5.74
CCC(C)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(N)=O)NC(=O)C([NH3+])CC(=O)[O-])C(=O)NC(CCC(=O)[O-])C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC[NH3+])C(=O)NC(CCCC[NH3+])C(=O)[O-])C(C)C)C(C)CC)C(C)CC)C(C)C,5.74
NC(=[NH2+])NCCCC(NC(=O)C(CC(=O)[O-])NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CS)NC(=O)C([NH3+])CCC(N)=O)C(=O)NCC(=O)NC(CS)C(=O)NC(CCC(=O)[O-])C(=O)NC(CC(N)=O)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[NH3+])C(=O)NC(CS)C(=O)NC(CC(N)=O)C(N)=O,5.76
CC([NH3+])C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)[O-],5.92
C=CCC(NC(=O)C(O)CC(=O)OCC)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(Cc1c[nH]c2ccccc12)C(N)=O,6.11
CCOC(=O)c1c(C(C#N)=CN)c2ccc(Cl)c(Cl)c2n1C,6.28
O=C(Cc1c[nH]c2ccc(Br)cc12)NO,6.4
[NH3+]CCc1c[nH]c2ccccc12,6.43
CCOC(=O)CC(O)C(=O)NC(CCC#N)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(Cc1c[nH]c2ccccc12)C(N)=O,6.48
CCC(C)C(NC(=O)CNC(=O)C(CCC(=O)[O-])NC(=O)C([NH3+])CCC(=O)[O-])C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C)C(=O)[O-],6.57
CCC(C)C(NC(=O)C(CCCC[NH3+])NC(=O)C(CC(N)=O)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(=O)[O-])NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C(NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C([NH3+])C(C)O)C(C)O)C(C)CC)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)[O-],6.59
CCC(C)C(NC(=O)C(CCCC[NH3+])NC(=O)C(CC(N)=O)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(=O)[O-])NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C(NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C([NH3+])C(C)O)C(C)O)C(C)CC)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)[O-],6.7
[NH3+]CCCCC([NH3+])C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCCC[NH3+])C(=O)[O-],6.89
[NH3+]C(CCC(=O)[O-])C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCC(=O)[O-])C(=O)[O-],7.0
[NH3+]CCc1c[nH]c2ccccc12,7.28
C[NH+](C)Cc1c[nH]c2c(CCCO)cccc12,7.429999999999999
[NH3+]CCc1c[nH]c2ccc(O)cc12,8.37
[NH3+]CCc1c[nH]c2ccc(O)cc12,8.699999999999998
