smiles,gsk3
CCOc1ccccc1N1CCN(C(=O)CC(C)(C)C)CC1,0
CN(C)S(=O)(=O)N1CCN(c2ccc(Cl)cc2)CC1,0
CNC(=S)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1,0
CCC(=O)N1CCN(c2c(Cl)cccc2[N+](=O)[O-])CC1,0
CCN1CCN(c2ccc(N)cc2C)CC1,0
CCNC(=S)N1CCN(c2ccccc2OCC)CC1,0
CCOC(=O)N1CCN(c2ccc([N+](=O)[O-])cc2F)CC1C,0
COc1ccc(N2CCN(S(C)(=O)=O)CC2)cc1,0
CN1CCN(c2ccc(C(N)=O)cc2N)CC1,0
CC(=O)N1CCN(c2ccc(C(N)=O)cc2[N+](=O)[O-])CC1,0
COc1ccc(N2CCN(CCCN)CC2)cc1,0
CCOc1ccccc1N1CCN(C(=O)CC(C)C)CC1,0
CCCC(=O)c1cc(F)c(N2CCN(C(=O)OCC)CC2)cc1C,0
CC1CN(c2ccc(Cl)cc2[N+](=O)[O-])CCN1S(C)(=O)=O,0
COCCNC(=S)N1CCN(c2cccc(C)c2C)CC1,0
CCCCNC(=O)N1CCN(c2ccccc2OC)CC1,0
CCOC(=O)N1CCN(c2ccccc2O)CC1,0
CC(C)(C)OC(=O)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1,0
CC(C)C(=O)Nc1ccccc1N1CCN(S(C)(=O)=O)CC1,0
CC(C)(C)NC(=O)NC(=O)CN1CCN(c2ccccc2)CC1,0
Clc1cccc(N2CCNCC2)c1Cl,0
CCC(=O)NC(=S)N1CCN(c2ccc([N+](=O)[O-])cc2Cl)CC1,0
CN1CCN(c2cc([N+](=O)[O-])ccc2Cl)CC1,0
COC(=O)C=CC(=O)N1CCN(c2cccc(Cl)c2)CC1,0
CS(=O)(=O)N1CCN(c2ccc([N+](=O)[O-])cc2F)CC1,0
COc1ccc(N2CCN(C(=N)C(C(C)=O)C(C)=O)CC2)cc1,0
CCCN1CCN(c2ccc([N+](=O)[O-])cc2C#N)CC1,0
COC(=O)N1CCN(c2ccc(C(C)=O)cc2)CC1,0
N#CCC(=N)N1CCN(c2ccccc2Cl)CC1,0
CN(C)S(=O)(=O)N1CCN(c2ccccc2Cl)CC1,0
CCOC(=O)N1CCN(c2ccc(Cl)c(Cl)c2)CC1,0
CCCC(=O)Nc1ccc(N2CCN(C(=O)CCC)CC2)cc1,0
C=CCNC(=S)N1CCN(c2ccccc2Cl)CC1,0
CC(C)(C)C(=O)N1CCN(c2c(Cl)cccc2[N+](=O)[O-])CC1,0
COCC(=O)N1CCN(c2cccc(Cl)c2)CC1,0
CN1CCN(c2ccccc2N)CC1,0
