smiles,gsk3
ON=Cc1cccn1-c1ccccc1,0
COCCNC(O)c1cc(O)n(-c2ccc(F)c(Cl)c2)c1,0
CCOC(=O)CNc1cc(O)n(-c2ccc(Br)cc2)c1O,0
CCOC(=O)c1cc(O)n(-c2ccccc2)c1N,0
COc1ccccc1-n1c(C)cc(C=O)c1C,0
CCCCCCC(=O)Oc1ccc(-n2c(O)ccc2O)cc1,0
Cc1c(N)cccc1-n1cccc1,0
COCCNC(=O)C(=O)c1cc(C)n(-c2ccc([N+](=O)[O-])cc2)c1C,0
O=C(O)c1ccc(-n2cccc2)cc1O,0
CCOC(=O)c1c(O)c(O)c(C(=O)OCC)n1-c1ccccc1,0
CC(=O)NCC(=O)NNc1cc(O)n(-c2cccc(Cl)c2)c1O,0
CCN(CC)C(=O)C(=O)c1cccn1-c1c(Cl)cccc1C#N,0
Cc1cc(C=NNC(N)=S)c(C)n1-c1ccc(Cl)cc1,0
CC(C)c1ccccc1-n1cc(C(O)O)cc1O,0
CCOC(=O)NNc1cc(O)n(-c2ccccc2)c1O,0
O=C(O)c1cccc(-n2cccc2C=C[N+](=O)[O-])c1,0
CC(=O)c1c(C(C)=O)c(C)n(-c2ccc(C(=O)O)cc2)c1C,0
C=CCN(C(=O)CCC(=O)O)c1cc(O)n(-c2ccc(OCCC)cc2)c1O,0
CCN(CC)C(=O)C(=O)c1cccn1-c1ccc(C#N)cc1,0
Oc1cc(C(O)O)cn1-c1ccc(F)c(F)c1,0
COc1ccc(Cl)cc1-n1c(C)cc(C=O)c1C,0
COC(=O)c1ccc(C)c(-n2c(C)cc(C=O)c2C)c1,0
CCOC(=O)C(C#N)=Cc1cc(C)n(-c2ccc(Br)cc2)c1C,0
O=C(O)CSc1cc(O)n(-c2ccc(Cl)cc2)c1O,0
CC(=O)Nc1ccc(-n2c(C)ccc2C)cc1,0
Cc1cc(C=O)c(C)n1-c1cc(C(=O)O)cc(C(=O)O)c1,0
COC(=O)c1ccc(-n2c(O)cc(C(=O)OC)c2C)cc1,0
Cc1ccc(-n2cccc2C(=S)N=P(N(C)C)(N(C)C)N(C)C)cc1,0
COC(=O)c1cc(O)n(-c2cc(Cl)cc(Cl)c2)c1C,0
Cc1cc(C)cc(-n2cc(C(O)O)cc2O)c1,0
CCOC(=O)c1cc(C)n(-c2ccccc2)c1C,0
CCC(=O)NCc1c(Cl)cccc1-n1cccc1,0
CCN(CC)C(=O)C(=O)c1cccn1-c1cccc(OC)c1C#N,0
CCCOc1ccc(-n2cc(C(O)NC(C)C)cc2O)cc1,0
CNC(O)c1cc(O)n(-c2ccc(F)c(Cl)c2)c1,0
COc1ccc(N)cc1-n1c(C)ccc1C,0
O=C(O)c1cccc(-n2cccc2C=NO)c1,0
CC(=O)Sc1cc(O)n(-c2ccc(C(C)(C)C)cc2)c1O,0
N#Cc1cc(N)ccc1-n1cccc1,0
Cc1ccc(N)cc1-n1c(C)ccc1C,0
CC(=O)NN=Cc1cc(C)n(-c2ccc(Br)cc2)c1C,0
O=C(O)CSc1cc(O)n(-c2ccc(Cl)c(Cl)c2)c1O,0
O=Cc1cccn1-c1cccc([N+](=O)[O-])c1,0
Cc1ccc(-n2cc(C(N)O)cc2O)cc1C,0
CCCCN(C(=O)CCC(=O)O)c1cc(O)n(-c2ccc(OCCC)cc2)c1O,0
COc1ccc(Cl)cc1-n1c(C)cc(C(=O)O)c1C,0
CCCCCCC(=O)N(O)c1cc(O)n(-c2ccc(Br)cc2)c1O,0
CCOc1ccc(-n2c(C)cc(C=NNC(=O)C(N)=O)c2C)cc1,0
CCN=C(NCC)Sc1cc(O)n(-c2cccc(OCC)c2)c1O,0
Cc1cc(C=NCCCO)c(C)n1-c1cc(Cl)ccc1Cl,0
CCOC(=O)c1cc(O)n(-c2ccccc2)c1C,0
COC(=O)c1cn(-c2ccccc2)c(C)c1C(=O)OC,0
