smiles,gsk3
O=C1NC(=O)C(c2ccccc2Cl)=C1Nc1ccc(Cl)c(C(=O)O)c1,1
O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1ccc(O)cc1,1
O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1cccc(Cl)c1,1
CN(C1=C(c2ccc(Cl)cc2)C(=O)NC1=O)c1ccccc1,1
COc1ccccc1C1=C(Nc2cccc(O)c2)C(=O)NC1=O,1
O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1ccccc1,1
COc1ccc(C2=C(Nc3cc(Cl)c(O)c(Cl)c3)C(=O)NC2=O)cc1,1
O=C1NC(=O)C(c2ccccc2)=C1Nc1cccc(O)c1,1
CN(C1=C(c2cccc([N+](=O)[O-])c2)C(=O)NC1=O)c1ccccc1,1
COc1ccc(C2=C(Nc3cccc(O)c3)C(=O)NC2=O)cc1,1
COc1cccc(C2=C(Nc3cc(Cl)c(O)c(Cl)c3)C(=O)NC2=O)c1,1
O=C1NC(=O)C(c2ccc([N+](=O)[O-])cc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,1
O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1ccc(Cl)c(C(=O)O)c1,1
O=C1NC(=O)C(c2cccc(Cl)c2)=C1Nc1cccc(C(=O)O)c1,1
O=C1NC(=O)C(c2ccccc2)=C1Nc1ccc(Cl)c(C(=O)O)c1,1
CSc1ccc(NC2=C(c3cccc([N+](=O)[O-])c3)C(=O)NC2=O)cc1,1
O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(Cl)c(C(=O)O)c1,1
O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1cccc(O)c1,1
O=C1NC(=O)C(c2ccccc2Cl)=C1Nc1cccc(C(=O)O)c1,1
COc1ccccc1C1=C(Nc2cc(Cl)c(O)c(Cl)c2)C(=O)NC1=O,1
O=C1NC(=O)C(c2cccc(Cl)c2)=C1Nc1ccc(Cl)c(C(=O)O)c1,1
O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1cccc(C(=O)O)c1,1
O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1ccc(O)c(Cl)c1,1
CSc1ccc(NC2=C(c3cccc(Cl)c3)C(=O)NC2=O)cc1,1
O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1ccc(O)cc1,1
COc1cccc(C2=C(Nc3ccc(SC)cc3)C(=O)NC2=O)c1,1
COc1cccc(C2=C(Nc3cccc(Cl)c3)C(=O)NC2=O)c1,1
O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,1
CN(C1=C(c2ccccc2)C(=O)NC1=O)c1ccccc1,1
O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1cccc(C(=O)O)c1,1
O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,1
COc1cccc(C2=C(Nc3ccc(Cl)c(C(=O)O)c3)C(=O)NC2=O)c1,1
O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1cc(Cl)c(O)c(Cl)c1,1
COc1ccc(C2=C(Nc3cccc(C(=O)O)c3)C(=O)NC2=O)cc1,1
O=C1NC(=O)C(c2ccccc2)=C1Nc1cccc(C(=O)O)c1,1
O=C1NC(=O)C(c2cccc(Cl)c2)=C1Nc1cc(Cl)c(O)c(Cl)c1,1
COc1cccc(C2=C(Nc3cccc(C(=O)O)c3)C(=O)NC2=O)c1,1
