smiles,gsk3
CCOCCCNC(=O)C(NC(=O)c1ccc(NC(C)=O)cc1)c1ccc(Cl)cc1,0
CSCc1ccc(C(=O)NCc2ccccc2)cc1,0
COc1cc(Br)c(C(C)NC(=O)c2ccc(C)cc2)cc1OC,0
COc1ccc(C(=O)NCc2ccc(C(=O)NCC(OC)OC)cc2)cc1OC,0
CCOCCCNC(=O)C(NC(=O)c1ccccc1O)c1ccc(C)cc1,0
COc1ccccc1CNC(=O)c1ccccc1OC,0
COc1ccc(C(C)NC(=O)c2ccc([N+](=O)[O-])cc2)cc1OC,0
O=C(NCc1ccccc1)c1ccc(Cl)cc1,0
COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC,0
COc1cc(SC)ccc1C(=O)N(C)Cc1ccccc1,0
COc1ccc(C(=O)NCc2ccccc2)cc1Br,0
O=C(O)c1ccccc1C(=O)NCc1ccc(F)cc1,0
CN(Cc1cccc(Cl)c1Cl)C(=O)c1ccc(NC(=O)CC#N)cc1,0
CSc1ccccc1C(=O)NCc1ccccc1C,0
COc1cc(C(=O)NCc2ccccc2)ccc1OC(F)F,0
CN(C)c1cccc(C(=O)NCc2ccc(Cl)cc2)c1,0
CCCCNc1ccc(C(CC(N)=O)NC(=O)c2ccccc2)cc1[N+](=O)[O-],0
COc1cc(C(=O)NCc2ccc(C)cc2)ccc1OC(F)F,0
Nc1ccccc1C(=O)NCc1ccc(F)cc1,0
CCCOP(=O)(OCCC)C(NC(=O)c1cc(OC)c(OC)c(OC)c1)c1ccccc1,0
Cc1ccccc1C(=O)N(C)Cc1ccccc1,0
CCOCCCNC(=O)C(NC(=O)c1ccccc1O)c1ccccc1,0
CC(NC(=O)c1ccccc1N=S(C)(=O)O)c1ccccc1,0
COc1ccccc1CNC(=O)c1cccc(C)c1[N+](=O)[O-],0
COc1ccc(CNC(=O)c2ccc(C(C)(C)C)cc2)cc1,0
Nc1ccccc1C(=O)NCc1ccc(Cl)cc1,0
CCc1ccc(C(C)NC(=O)c2ccc(F)cc2)cc1,0
Cc1ccccc1CNC(=O)c1ccccc1N=S(C)(=O)O,0
Nc1ccccc1C(=O)NCc1ccccc1,0
N#CC(c1ccccc1)N(CCCCl)C(=O)c1ccccc1,0
CC(NC(=O)c1ccc(S(=O)(=O)N(C)C)cc1)c1ccccc1,0
