smiles,gsk3
CSc1ccccc1NC(=O)Cc1ccc(Br)cc1,0
COC(C(=O)Nc1ccc(F)cc1)c1ccccc1,0
CCc1cccc(NC(=O)Cc2ccc(OC)c(OC)c2)c1,0
COC(=O)c1cc(OC)c(OC)cc1NC(=O)C(C)c1ccc([N+](=O)[O-])cc1,0
O=C(Cc1ccccc1F)Nc1ccc(SC(F)F)cc1,0
COC(=O)c1ccccc1NC(=O)C(C)c1ccc([N+](=O)[O-])cc1,0
NS(=O)(=O)c1ccc(NC(=O)Cc2c(F)cccc2Cl)cc1,0
CN(C)CC(C)(C)CNC(C(=O)Nc1ccc(Cl)cc1C(F)(F)F)c1ccccc1,0
O=C(O)CCNC(=O)c1ccc(NC(=O)Cc2ccc(Cl)cc2)cc1,0
Cc1c(Cl)cccc1NC(=O)Cc1ccc([N+](=O)[O-])cc1,0
O=C(Nc1cccc(C(F)(F)F)c1)C(SCCO)c1ccccc1,0
COc1ccc([N+](=O)[O-])cc1NC(=O)Cc1c(Cl)cccc1Cl,0
CC(C)Cc1ccc(C(C)C(=O)Nc2ccc(O)cc2)cc1,0
Cc1cccc(C)c1NC(=O)C(NC=O)c1ccccc1Cl,0
Cc1ccc(CC(=O)Nc2cccc([N+](=O)[O-])c2)cc1,0
COc1ccc([N+](=O)[O-])cc1NC(=O)Cc1ccc(C)cc1,0
COc1ccc(NC(=O)Cc2ccccc2)cc1,0
COc1ccc(CC(=O)Nc2ccc(S(=O)(=O)N(C)C)cc2)cc1OC,0
COc1ccc([N+](=O)[O-])cc1NC(=O)Cc1ccc(Cl)cc1,0
COc1ccc(CC(=O)Nc2ccc(C(C)=O)cc2)cc1,0
COc1ccc([N+](=O)[O-])cc1NC(=O)Cc1ccccc1Cl,0
COc1ccc(CC(=O)Nc2cc(C)ccc2O)cc1OC,0
O=C(O)CSC(C(=O)Nc1ccc(Br)cc1)c1ccc(Cl)cc1,0
CCN(CC)S(=O)(=O)c1ccc(NC(=O)C(OC)c2ccccc2)cc1,0
COC(=O)c1cc(NC(=O)Cc2ccccc2[N+](=O)[O-])ccc1Cl,0
COC(C(=O)Nc1ccc(Br)cc1F)c1ccccc1,0
COCC(C)NC(C(=O)Nc1cccc(C(C)=O)c1)c1ccccc1,0
COc1ccc(Cl)cc1NC(=O)C(OC)c1ccccc1,0
CCC(C(=O)Nc1ccc(OC)c(Cl)c1)c1ccccc1,0
O=C(Cc1ccccc1)Nc1ccc(Br)c(Cl)c1,0
O=C(Cc1ccc([N+](=O)[O-])cc1)Nc1ccc(O)cc1C(=O)O,0
CN(C)S(=O)(=O)c1cccc(NC(=O)Cc2ccc(Cl)cc2)c1,0
O=C(Cc1ccc(Cl)cc1Cl)Nc1ccc(OC(F)F)c(Cl)c1,0
O=C(Cc1ccccc1)Nc1cccc(C(=O)O)c1O,0
CC(C(=O)Nc1ccccc1Br)c1ccc([N+](=O)[O-])cc1,0
CCC(C(=O)Nc1ccc(C(C)C)cc1)c1ccccc1,0
COC(C(=O)Nc1ccc(C(C)=O)cc1)c1ccccc1,0
NS(=O)(=O)c1cccc(NC(=O)Cc2ccc(Cl)c(Cl)c2)c1,0
C=CCNC(=O)c1ccccc1NC(=O)Cc1ccccc1[N+](=O)[O-],0
