smiles,gsk3
CCNC(=S)NCc1ccc2[nH]c(C)cc2c1,0
CC(=O)c1c(C)n(CCCOC(C)C)c2ccc(O)cc12,0
CCOC(=O)C(=Cc1c[nH]c2ccccc12)NC(C)=O,0
CCOC(=O)Cn1c(C)c(C#N)c2ccccc21,0
CCCCN(C)CCNC(=O)C(=O)c1c(C)[nH]c2ccccc12,0
COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(C)C,0
CCCCNC(=S)N=Nc1c(O)[nH]c2ccccc12,0
COc1ccc2[nH]c(O)c(N=NC(=N)N)c2c1,0
CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,0
CC(C)NC(=O)CCCc1c[nH]c2ccccc12,0
COc1ccc2[nH]cc(C=O)c2c1,0
O=C(O)Cc1c[nH]c2ccc(O)cc12,0
CC(=O)Nc1c(O)[nH]c2c(C(F)(F)F)cccc12,0
CCOC(=O)C(C#N)=Cc1c[nH]c2ccccc12,0
CC(C)(C)C(=O)NCCn1ccc2ccccc21,0
CCOC(=O)c1c(C)[nH]c2ccc(O)cc12,0
CCOC(=O)c1c(C)n(CCNC(C)=O)c2ccc(OC)cc12,0
COCC(=O)N=Nc1c(O)[nH]c2ccccc12,0
CC(C)(O)C(=O)N=Nc1c(O)[nH]c2ccccc12,0
N#CC(=Cc1c[nH]c2ccccc12)C(N)=O,0
CCCCC(=O)NCc1ccc2c(c1)cc(C)n2C,0
CC(Cc1c[nH]c2ccccc12)NC(=O)OCCCl,0
COC(=O)C(=Cc1cn(C)c2ccccc12)[N+](=O)[O-],0
Cc1ccc2[nH]c(C)c(CC(=O)O)c2c1,0
Cn1c(O)c(N=NC(=N)N)c2ccccc21,0
COCC(=O)c1[nH]c2ccccc2c1C,0
CC(=O)n1cc(C(C[N+](=O)[O-])SCCN)c2ccccc21,0
C=CCn1c(O)c(N=O)c2cc(C)ccc21,0
CC(Cc1c[nH]c2ccccc12)NC(=O)OCC[N+](C)(C)C,0
CC(C)CC(=NO)c1cn(C)c2ccccc12,0
CC(C)(O)c1[nH]c2ccc(C#N)cc2c1C(C)(C)O,0
CCOC(=O)Nc1c(C(=O)OC)[nH]c2cccc(OC)c12,0
CCOC(=O)c1[nH]c2ccccc2c1NC(=O)CN(C)C,0
CCOC(=O)c1[nH]c2ccccc2c1NC(=O)CC,0
CCOC(=O)c1c(C)n(C)c2cc(Br)c(OC)cc12,0
CCOC(=O)c1c(C)n(C)c2ccc(OC)c([N+](=O)[O-])c12,0
CC(=O)Oc1ccc2c(c1)cc(C)n2C,0
CCN(CC)CCNC(=O)Cc1c(C(=O)O)n(CC)c2ccccc12,0
COC(=O)c1ccc2[nH]c(C(C)O)c(C(C)O)c2c1,0
CN(C)CC(C)(C)CN=Cc1c(O)[nH]c2ccccc12,0
Cc1cccc2c(N=O)c(O)[nH]c12,0
CCc1cccc2c(C#N)cn(CC(=O)NCCOC)c12,0
COCC(=O)n1cc(C(=O)OC)c2ccccc21,0
OC(CCNCCc1c[nH]c2ccccc12)C(F)(F)F,0
CCOC(=O)Cn1cc(C#N)c2cccc(CC)c21,0
Cn1cc(C(CC(=O)O)C(=O)O)c2ccccc21,0
NC(=S)N=Nc1c(O)n(CCCl)c2ccccc12,0
CCOC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CNC(C)=O,0
O=C(O)Cc1c[nH]c2ccccc12,0
CCCn1cc(C(CC(=O)O)C(=O)O)c2ccccc21,0
CC(=O)SC(C[N+](=O)[O-])c1cn(C(C)=O)c2ccccc12,0
NC(=S)NN=Cc1c[nH]c2ccccc12,0
Cc1cc2cc(CNC(=O)CCC(=O)O)ccc2[nH]1,0
CCOC(=O)C=C(C)C=Cc1c[nH]c2ccccc12,0
CC(=O)OCCc1[nH]c2ccccc2c1C,0
CC(C)(O)c1[nH]c2ccc(C(F)(F)F)cc2c1C(C)(C)O,0
COC(=O)C(C#N)=Cc1c(OC)[nH]c2ccccc12,0
O=C(NCCc1c[nH]c2ccccc12)C(F)(F)C(F)F,0
COc1cccc2c(C)c(C(=O)O)[nH]c12,0
C=C(OCC)c1c(O)[nH]c2ccccc12,0
CC(=O)NCCn1ccc2ccccc21,0
NNC(=O)c1cc2cc(OC(F)(F)F)ccc2[nH]1,0
Cn1cc(C(=O)C(F)(F)F)c2ccccc21,0
CCOC(=O)N=Nc1c(O)n(C)c2ccccc12,0
CCN(CC)CC(=O)c1c[nH]c2ccccc12,0
NCCCNC(=O)c1cc2ccccc2[nH]1,0
NCCc1c[nH]c2ccc(O)cc12,0
CC(N)Cc1c[nH]c2ccc(Cl)cc12,0
CCOC(=O)c1[nH]c2ccccc2c1NC(=O)CC(C)(C)C,0
CCCCCOC(=O)c1[nH]c2cc(C)c(C(O)OC)c(O)c2c1C,0
CC(=O)CCc1c[nH]c2c(C(=O)O)cccc12,0
C=C(C)CNC(=S)N=Nc1c(O)[nH]c2ccc([N+](=O)[O-])cc12,0
CCCCC(CC)CNC(=O)C(=O)c1c(O)[nH]c2ccccc12,0
O=C(NCCc1c[nH]c2ccccc12)C(F)(F)F,0
CCOC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)CNC,0
COC(=O)Cc1c[nH]c2ccc(OCC(O)CNC(C)C)cc12,0
CCCCNC(=S)NCc1ccc2[nH]c(C)cc2c1,0
C[N+](C)(C)C(Cc1c[nH]c2ccccc12)C(=O)O,0
CCOC(=O)c1c(C)n(CC(O)CN(CC)CC)c2cc(Br)c(OC)cc12,0
COCCNC(=O)Cc1cn(C)c2ccccc12,0
CCCn1c(O)c(NC(C)=O)c2cc(OC)ccc21,0
Cc1[nH]c2ccccc2c1CCN,0
COc1ccc2c(c1)c(C(C)=O)c(C)n2C,0
CCOC(=O)c1c(C)n(CCO)c2ccc(O)cc12,0
Cc1[nH]c2ccc(S(N)(=O)=O)cc2c1C,0
CCOC(=O)c1[nH]c2ccccc2c1[N+]#N,0
Cc1[nH]c2ccccc2c1C=NNC(N)=S,0
CC(=O)Nc1c(O)[nH]c2ccccc12,0
