smiles,gsk3
O=C(Nc1cc(SCCO)cc([N+](=O)[O-])c1)c1ccco1,0
COc1ccccc1NC(=O)c1ccc([N+](=O)[O-])o1,0
CCCCNC(=O)COC(=O)c1ccc(C)c(NC(=O)c2ccco2)c1,0
Cc1cc(C(=O)Nc2ccccc2C(=O)O)oc1C,0
O=C(Nc1ccccc1C(=O)O)c1ccc(Br)o1,0
O=C(Nc1c(F)cc(F)cc1Br)c1ccco1,0
Cc1ccc(C(=O)Nc2ccc(F)cc2F)o1,0
CC(=O)Nc1cccc(NC(=O)c2ccco2)c1,0
CCCCC(=O)NC(=S)Nc1cccc(NC(=O)c2ccco2)c1,0
O=C(Nc1cccc(C(F)(F)F)c1)c1ccco1,0
COc1ccccc1NC(=O)c1ccc(Br)o1,0
COc1cc(NC(=O)c2ccc(Br)o2)ccc1NC(=O)C(C)C,0
Cc1cccc(NC(=O)c2ccco2)c1C,0
Cc1ccc(NC(=O)c2ccco2)c([N+](=O)[O-])c1,0
Cc1cc(C(C)(C)C)oc1C(=O)Nc1ccc(CC(=O)O)cc1,0
Cc1ccc(C(=O)Nc2ccc(F)cc2)o1,0
O=C(Nc1ccc(Cl)cc1)c1ccco1,0
Cc1cc(C(=O)Nc2cccc(C(=O)O)c2)oc1C,0
CC(C)(C)NC(=O)COC(=O)c1ccccc1NC(=O)c1ccco1,0
Cc1cccc(NC(=O)c2ccc([N+](=O)[O-])o2)c1,0
CCCOC(=O)c1ccc(NC(=O)c2ccc(Br)o2)cc1,0
CCCC(=O)Nc1ccc(NC(=O)c2ccco2)c(OC)c1,0
COc1cc(NC(=O)CC(C)C)ccc1NC(=O)c1ccco1,0
Cc1cc([N+](=O)[O-])ccc1NC(=O)c1ccco1,0
COC(=O)C(O)(c1ccc(NC(=O)c2ccco2)c(OC)c1)C(F)(F)F,0
Cc1ccc(C(=O)Nc2ccccc2C(N)=O)o1,0
CCNC(=S)Nc1cc(OC)c(NC(=O)c2ccco2)cc1OC,0
COc1ccc([N+](=O)[O-])cc1NC(=O)c1cc(C)c(C)o1,0
CCC(C)c1ccc(NC(=O)c2ccco2)cc1,0
COc1ccc(N(CC(=O)NC(C)(C)C)C(=O)c2ccco2)cc1,0
Cc1ccccc1NC(=O)c1ccco1,0
COc1ccc(NC(=O)c2ccc(Br)o2)cc1,0
NC(=NO)c1ccc(NC(=O)c2ccc(Br)o2)cc1,0
O=C(Nc1ccc(F)cc1F)c1ccco1,0
COc1cc(NC(=O)c2ccco2)c(C(=O)O)cc1OC,0
COc1cc(NC(=O)C(C)C)ccc1NC(=O)c1ccco1,0
CCN(CC)C(=O)c1cc(Cl)ccc1NC(=O)c1ccco1,0
CC(C)c1ccccc1NC(=O)c1ccco1,0
CCCC(=O)Nc1ccc(Cl)c(NC(=O)c2ccco2)c1,0
Cc1ccc(C(=O)Nc2ccc(CC(=O)O)cc2)o1,0
CCC(=O)NC(=S)Nc1ccc(NC(=O)c2ccco2)c(Cl)c1,0
CCOc1cc(Cl)c(NC(=O)c2ccco2)cc1OCC,0
Cc1cccc(C)c1NC(=O)c1ccc([N+](=O)[O-])o1,0
