smiles,gsk3
CC(C)NC(=O)NC(=O)COC(=O)c1ccccc1Oc1ccccc1,0
CCNC(=S)Nc1ccc(Oc2ccccc2)cc1,0
CC(=N)C(C#N)C(=O)COC(=O)c1ccccc1Oc1ccccc1,0
CC(C)C(NC(=O)Nc1ccc(Oc2ccccc2)cc1)C(=O)O,0
CCCNC(=S)Nc1ccc(Oc2ccccc2)cc1,0
Oc1c(Br)cc(Br)cc1Oc1ccc(Br)cc1Br,0
CS(=O)(O)=Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,0
Cc1ccc(Oc2c(C(N)=O)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,0
CC(=O)Nc1ccccc1Oc1ccccc1,0
CC(NC(=O)COc1ccc(Oc2ccccc2)cc1)C(=O)O,0
Cc1ccc(Oc2ccc(Cl)cc2N)cc1,0
CN(C)CC(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,0
CCN(CC)C(=O)C(=O)Nc1ccc(Oc2ccccc2)cc1,0
Cc1ccc(Oc2ccc(N)cc2)cc1,0
CCN(CC)S(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)N(CC)CC)cc2)cc1,0
O=C(O)c1ccc(Oc2cccc([N+](=O)[O-])c2)cc1C(=O)O,0
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,0
CC(C)(CC(=O)O)CC(=O)NCc1c(Cl)cccc1Oc1ccccc1,0
CC(=O)Nc1ccc(Oc2ccc([N+](=O)[O-])cc2Cl)cc1,0
CCC(CC)NC(=O)c1ccccc1Oc1ccccc1,0
COc1ccc(Oc2ccccc2C=CC(=O)O)cc1,0
O=C(O)COc1ccc(Oc2ccccc2)cc1,0
CC(C)CNC(=S)Nc1ccc(Oc2ccccc2)cc1,0
CON=Cc1ccc(Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c(OC)c1,0
CC(=O)NC(CCS(C)(=O)=O)C(=O)Nc1ccc(Oc2ccccc2)cc1,0
O=C(O)CSc1ccc(Oc2ccc(SCC(=O)O)cc2)cc1,0
Cc1ccc(Oc2ccc(OCC(=O)NC(CC(C)C)C(=O)O)cc2)cc1,0
CSCCC(NC(=O)Nc1ccc(Oc2ccccc2)cc1)C(=O)O,0
Cc1cc(C)cc(Oc2ccc(N)cc2)c1,0
CC(=O)Nc1ccc(Oc2ccccc2)cc1,0
COC(=O)c1ccc(Oc2c(Cl)cccc2[N+](=O)[O-])cc1,0
Cc1cc(O)c(Oc2cc(C)cc(O)c2O)c(O)c1,0
Cc1ccc(Oc2ccccc2)c(NC=O)c1,0
CCN(CC)S(=O)(=O)c1ccc(Oc2ccccc2OC)cc1,0
CC(=NNC(=O)CN(c1ccc(Oc2ccccc2)cc1)S(C)(=O)=O)C(C)(C)C,0
